title,description,ms.service
 配合 Java 使用 Storm on HDInsight 从事件中心处理事件, 了解如何使用通过 Maven 创建的 Java Storm 拓扑处理事件中心数据。,hdinsight
 Apache Storm 示例 Java 拓扑 - Azure HDInsight, 了解如何通过创建一个示例单词计数拓扑，来以 Java 语言创建 Apache Storm 拓扑。,hdinsight
 使用 Python 组件的 Apache Storm - Azure HDInsight, 了解如何创建使用 Python 组件的 Apache Storm 拓扑。,hdinsight
 HDInsight 上的示例 Apache Storm 拓扑, 使用 Apache Storm on HDInsight 创建和测试的示例 Storm 拓扑列表，包括基本 C# 和 Java 拓扑，以及事件中心的用法。,hdinsight
 使用 Apache Storm on HDInsight 处理车辆传感器数据, 了解如何使用 Apache Storm on HDInsight 处理事件中心的车辆传感器数据。 从 Azure DocumentDb 添加模型数据，并将输出存储到存储中。,hdinsight
 什么是 Apache Storm - Azure HDInsight, Apache Storm 用于实时处理数据流。 可以通过 Azure HDInsight 轻松地在 Azure 云中创建 Storm 群集。 使用 Visual Studio 时，可以通过 C# 创建 Storm 解决方案，然后将其部署到 HDInsight Storm 群集。,hdinsight
 将 Apache Storm 与 Power BI 配合使用, 使用 HDInsight 中 Apache Storm 群集上运行的 C# 拓扑中的数据创建 Power BI 报表。,hdinsight
 SCP.NET 编程指南, 了解如何通过 SCP.NET 创建可与 HDInsight 上的 Storm 配合使用的基于 .NET 的 Storm 拓扑。,hdinsight
 使用 Apache Storm 和 HBase 分析传感器数据, 了解如何使用虚拟网络连接到 Apache Storm。 了解如何使用 Storm 和 HBase 处理来自 Azure 事件中心的传感器数据，然后使用 D3.js 来可视化这些数据。,hdinsight
 在 HDInsight 中提交 Hadoop 作业, 了解如何将 Hadoop 作业提交到 Azure HDInsight Hadoop。,hdinsight
 将 HDInsight 群集升级到更新版本 - Azure, 了解如何将 HDInsight 群集升级到较新版本。,hdinsight
 在 HDInsight 中上传 Hadoop 作业的数据, 了解如何在 HDInsight 中使用 Azure CLI、Azure 存储资源管理器、Azure PowerShell、Hadoop 命令行或 Sqoop 上传和访问 Hadoop 作业的数据。,hdinsight
 什么是 Apache Hive 和 HiveQL- Azure HDInsight, Apache Hive 是适用于 Hadoop 的数据仓库系统。 可以使用 HiveQL（类似于 Transact-SQL）查询 Hive 中存储的数据。 本文档介绍了如何在 Azure HDInsight 中使用 Hive 和 HiveQL。,hdinsight
 将 MapReduce 与 Hadoop on HDInsight 配合使用, 学习如何在 HDInsight 群集中的 Hadoop 上运行 MapReduce 作业。,hdinsight
 在 HDInsight 中使用基于时间的 Hadoop Oozie 协调器, 在 HDInsight 中使用基于时间的 Hadoop Oozie 协调器（大数据服务）。了解如何定义 Oozie 工作流和协调器，以及如何提交作业。,hdinsight
 在基于 Linux 的 HDInsight 中使用 Hadoop Oozie 工作流, 在基于 Linux 的 HDInsight 中使用 Hadoop Oozie。 了解如何定义 Oozie 工作流，并提交 Oozie 作业。,hdinsight
 在 HDInsight 中使用 Hadoop Oozie, 在 HDInsight 中使用大数据服务 Hadoop Oozie。了解如何定义 Oozie 工作流和提交 Oozie 作业。,hdinsight
 在 HDInsight 中使用 Hadoop Pig, 了解如何将 Pig 与 HDInsight 上的 Hadoop 配合使用。,hdinsight
 将 Apache Sqoop 与 Hadoop 配合使用 - Azure HDInsight, 了解如何使用 Apache Sqoop 在 Hadoop on HDInsight 与 Azure SQL 数据库之间进行导入和导出。,hdinsight
 通过 Azure HDInsight (Hadoop) 运行 Apache Sqoop 作业, 了解如何从工作站使用 Azure PowerShell 在 Hadoop 群集和 Azure SQL 数据库之间运行 Sqoop 导入和导出。,hdinsight
 使用 HDInsight 中的 Hive 分析和处理 JSON 文档, 了解如何使用 JSON 文档，以及如何使用 HDInsight 中的 Hive 分析这些文档。,hdinsight
 M0 到云 - 将 Feather M0 WiFi 连接到 Azure IoT 中心, 解释如何将名为“Adafruit Feather M0 WiFi”的 Arduino 设备连接到 Azure IoT 中心（可帮助管理 IoT 资产的 Microsoft 云服务）。,iot-hub
 配置 Azure IoT 初学者工具包, 配置 Adafruit Feather M0 WiFi 以便首次使用。,iot-hub
 将闪烁应用程序部署到 Azure IoT 初学者工具包中, 克隆 GitHub 提供的示例 Arduino 应用程序，并使用 gulp 工具将此应用程序部署到 Adafruit Feather M0 WiFi。此示例应用程序每隔两秒让 GPIO #13 板载 LED 闪烁一次。,iot-hub
 获取用于 Azure IoT 初学者工具包 (macOS 10.10) 的工具, 下载并安装适用于 macOS 上 Adafruit Feather M0 WiFi 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Ubuntu 16.04) 的工具, 下载并安装适用于 Ubuntu 上 Adafruit Feather M0 WiFi 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Windows 7 +) 的工具, 下载并安装适用于 Windows 7 及更高版本上 Adafruit Feather M0 WiFi 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (macOS 10.10) 的 Azure 工具, 在 macOS 上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Ubuntu 16.04) 的 Azure 工具, 在 Ubuntu 上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 获取用于 Azure IoT 初学者工具包（Windows 7 和更高版本）的 Azure 工具, 在 Windows 7 及更高版本上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 创建 Azure IoT 中心并注册 Adafruit Feather M0 WiFi, 使用 Azure CLI 创建资源组、创建 Azure IoT 中心，以及在 Azure IoT 中心注册 Adafruit Feather M0 WiFi。,iot-hub
 创建 Azure Function App 和存储帐户, Azure 函数应用可侦听 Azure IoT 中心事件、处理传入消息以及将其写入到 Azure 表存储。,iot-hub
 读取保存在 Azure 存储中的消息, 在将从设备到云的消息写入 Azure 表存储时，对其进行监视。,iot-hub
 运行示例应用程序，将设备到云消息发送到 Azure IoT 中心, 在 Adafruit Feather M0 WiFi 上部署并运行将消息发送到 IoT 中心并使 LED 闪烁的示例应用程序。,iot-hub
 从 Azure IoT 中心更改消息的 LED 闪烁行为, 自定义这些消息，以便更改 LED 的开关行为。,iot-hub
 运行示例应用程序，接收来自 Azure IoT 中心的云到设备消息, 示例应用程序在 Adafruit Feather M0 WiFi 上运行，并监视来自 IoT 中心的传入消息。新的 gulp 任务将消息从 IoT 中心发送到 Adafruit Feather M0 WiFi，使 LED 闪烁。,iot-hub
 Adafruit Feather M0 WiFi Azure IoT 初学者工具包故障排除, Adafruit Feather M0 WiFi Arduino 体验的故障排除页,iot-hub
 ESP8266 到云 - 将 Feather HUZZAH ESP8266 连接到 Azure IoT 中心, 解释如何将名为 Adafruit Feather HUZZAH ESP8266 的 Arduino 设备连接到 Azure IoT 中心（可帮助管理 IoT 资产的 Microsoft 云服务）。,iot-hub
 导入和导出 Azure IoT 中心设备标识, 如何使用 Azure IoT 服务 SDK 针对标识注册表执行批量操作，以导入和导出设备标识。 借助导入操作，可批量创建、更新和删除设备标识。,iot-hub
 Azure IoT 中心与 Azure 事件中心的比较, 比较 IoT 中心与事件中心这两个 Azure服务，重点介绍功能差异和用例。 比较内容包括支持的协议、设备管理、监视和文件上传。,iot-hub
 使用 Azure PowerShell 配置文件上传, 如何使用 Azure PowerShell cmdlet 配置 IoT 中心，以便从连接的设备上传文件。 包括有关配置目标 Azure 存储帐户的信息。,iot-hub
 使用 Azure 门户配置文件上传, 如何使用 Azure 门户配置 IoT 中心，以便从连接的设备上传文件。 包括有关配置目标 Azure 存储帐户的信息。,iot-hub
 使用 Azure 门户创建 IoT 中心, 如何通过 Azure 门户创建、管理和删除 Azure IoT 中心。 包括有关定价层、缩放、安全性和消息传递配置的信息。,iot-hub
 使用 Azure CLI (azure.js) 创建 IoT 中心, 如何使用跨平台的 Azure CLI (azure.js) 创建 Azure IoT 中心。,iot-hub
 使用 Azure CLI (az.py) 创建 IoT 中心, 如何使用跨平台的 Azure CLI 2.0 (az.py) 创建 Azure IoT 中心。,iot-hub
 使用 PowerShell cmdlet 创建 Azure IoT 中心, 如何使用 PowerShell cmdlet 创建 IoT 中心。,iot-hub
 使用 Azure IoT 中心发送云到设备消息 (.NET), 如何使用用于 .NET 的 Azure IoT SDK 将云到设备消息从 Azure IoT 中心发送到设备。 修改模拟设备应用以接收云到设备消息，并修改后端应用以发送云到设备消息。,iot-hub
 使用 Azure IoT 中心从设备上传文件, 如何使用用于 .NET 的 Azure IoT 设备 SDK 从设备将文件上传到云中。 上传的文件存储在 Azure 存储 Blob 容器中。,iot-hub
 Azure IoT 中心入门 (.NET), 如何使用用于 .NET 的 Azure IoT SDK 将设备到云消息从设备发送到 Azure IoT 中心。 将创建一个用于发送消息的模拟设备、一个用于在注册表中标识注册设备的服务应用，以及一个用于从 IoT 中心读取设备到云消息的服务应用。,iot-hub
 使用路由处理 Azure IoT 中心设备到云消息 (.NET), 如何使用路由规则和自定义终结点将消息发送到其他后端服务，从而处理 IoT 中心设备到云消息。,iot-hub
 Azure IoT 中心设备管理入门 (.NET/Node), 如何使用 Azure IoT 中心设备管理启动远程设备重启。 使用适用于 Node.js 的 Azure IoT 设备 SDK 实现包含直接方法的模拟设备应用，并使用适用于 .NET 的 Azure IoT 服务 SDK 实现调用直接方法的服务应用。,iot-hub
 使用 Azure IoT 中心的直接方法 (.NET/Node), 如何使用 Azure IoT 中心直接方法。 使用适用于 Node.js 的 Azure IoT 设备 SDK 实现包含直接方法的模拟设备应用，并使用适用于 .NET 的 Azure IoT 服务 SDK 实现调用直接方法的服务应用。,iot-hub
 通过 Azure IoT 中心进行设备固件更新 (.NET/Node), 如何使用 Azure IoT 中心上的设备管理进行设备固件更新。 使用适用于 Node.js 的 Azure IoT 设备 SDK 实现模拟设备应用，并使用适用于 .NET 的 Azure IoT 服务 SDK 实现可触发固件更新的服务应用。,iot-hub
 通过 Azure IoT 中心 (.NET/Node) 安排作业, 如何安排 Azure IoT 中心作业实现多台设备上的直接方法调用。 使用适用于 Node.js 的 Azure IoT 设备 SDK 实现模拟设备应用，并使用适用于 .NET 的 Azure IoT 服务 SDK 实现用于运行作业的服务应用。,iot-hub
 Azure IoT 中心设备孪生入门 (.NET/Node), 如何使用 Azure IoT 中心设备孪生添加标记，然后使用 IoT 中心查询。 使用适用于 Node.js 的 Azure IoT 设备 SDK 实现模拟设备应用，并使用适用于 .NET 的 Azure IoT 服务 SDK 实现可添加标记并运行 IoT 中心查询的服务应用。,iot-hub
 使用 Azure IoT 中心设备孪生属性 (.NET/Node), 如何使用 Azure IoT 中心设备孪生配置设备。 使用适用于 Node.js 的 Azure IoT 设备 SDK 实现模拟设备应用，并使用适用于 .NET 的 Azure IoT 服务 SDK 实现可使用设备孪生更改设备配置的服务应用。,iot-hub
 Azure IoT 中心从云到设备选项, 开发人员指南 - 指导用户何时使用直接方法、设备孪生的所需属性或云到设备的消息，以进行从云到设备的通信。,iot-hub
 Azure IoT 中心从设备到云选项, 开发人员指南 - 指导用户何时使用从设备到云的消息、报告属性或文件上传，以进行从云到设备的通信。,iot-hub
 了解 Azure IoT 中心设备孪生, 开发人员指南 - 使用设备孪生在 IoT 中心与设备之间同步状态和配置数据,iot-hub
 了解 Azure IoT 中心直接方法, 开发人员指南 - 使用直接方法从服务应用调用设备上的代码。,iot-hub
 了解 Azure IoT 中心终结点, 开发人员指南 - 有关 IoT 中心面向设备和面向服务的终结点的参考信息。,iot-hub
 了解 Azure IoT 中心文件上传, 开发人员指南 - 使用 IoT 中心的文件上传功能，可将文件从设备上传到 Azure 存储 blob 容器。,iot-hub
 Azure IoT 中心术语表, 开发人员指南 - 与 Azure IoT 中心相关的常用术语的术语表。,iot-hub
 了解 Azure IoT 中心标识注册表, 开发人员指南 - 说明 IoT 中心标识注册表以及如何使用它来管理设备。 包括批量导入和导出设备标识的相关信息。,iot-hub
 了解 Azure IoT 中心作业, 开发人员指南 - 计划要在连接到 IoT 中心的多个设备上运行的作业。作业可以更新标记和所需属性，并可在多个设备上调用直接方法。,iot-hub
 了解 Azure IoT 中心消息传送, 开发人员指南 - 使用 IoT 中心进行设备到云和云到设备的消息传送。 包括消息格式和支持的通信协议的相关信息。,iot-hub
 了解 Azure IoT 中心定价, 开发人员指南 - 介绍了如何实现 IoT 中心（包括样例）的计数和定价。,iot-hub
 了解 IoT 中心查询语言, 开发人员指南 - 介绍类似 SQL 的 IoT 中心查询语言，该语言用于在 IoT 中心检索设备孪生和作业的相关信息。,iot-hub
 了解 Azure IoT 中心配额和限制, 开发人员指南 - 介绍适用于 IoT 中心的配额和预期限制行为。,iot-hub
 了解 Azure IoT SDK, 开发人员指南 - 介绍了相关链接，其指向可用于构建设备应用和后端应用的各种 Azure IoT 设备和服务 SDK。,iot-hub
 了解 Azure IoT 中心安全性, 开发人员指南 - 如何控制设备应用和后端应用对 IoT 中心的访问。 其中包括安全令牌和 X.509 证书支持的相关信息。,iot-hub
 Azure IoT 中心开发人员指南, Azure IoT 中心开发人员指南讨论了终结点、安全性、标识注册表、设备管理、直接方法、设备孪生、文件上传、作业、IoT 中心查询语言以及消息传送。,iot-hub
 使用 iothub-explorer 进行 Azure IoT 设备管理, 使用 iothub-explorer CLI 工具进行 Azure IoT 中心设备管理，该特点是使用直接方法并提供孪生所需的属性管理选项。,iot-hub
 使用 Azure IoT 中心管理设备, 概述 Azure IoT 中心中的设备管理：企业设备生命周期和设备管理模式，例如重启、恢复出厂设置、固件更新、配置、设备孪生、查询以及作业。,iot-hub
 适用于 C 语言的 Azure IoT 设备 SDK, 开始使用适用于 C 语言的 Azure IoT 设备 SDK，并了解如何创建与 IoT 中心通信的设备应用。,iot-hub
 适用于 C 语言的 Azure IoT 设备 SDK - IoTHubClient, 如何使用 Azure IoT 设备 SDK 中面向 C 语言的 IoTHubClient 库创建与 IoT 中心通信的设备应用。,iot-hub
 适用于 C 语言的 Azure IoT 设备 SDK - 序列化程序, 如何使用 Azure IoT 设备 SDK 中面向 C 语言的序列化程序库创建与 IoT 中心通信的设备应用。,iot-hub
 使用 iothub-explorer 管理 Azure IoT 中心云设备消息传送, 了解如何在 Azure IoT 中心内使用 iothub-explorer CLI 工具监视设备到云 (D2C) 的消息以及发送到云到设备 (C2D) 的消息。,iot-hub
 SensorTag 设备和 Azure IoT 网关 - 入门, 开始使用 IoT 网关初学者工具包，创建 Azure IoT 中心，以及将 SensorTag 和网关连接到 IoT 中心,iot-hub
 使用 IoT 网关将设备连接到 Azure IoT 中心, 了解如何将 Intel NUC 用作 IoT 网关，以连接 TI SensorTag 并将传感器数据发送到云中的 Azure IoT 中心。,iot-hub
 SensorTag 设备和 Azure IoT 网关 - 第 1 课：设置 Intel NUC, 将 Intel NUC 设置为传感器和 Azure IoT 中心之间的 IoT 网关，用于收集传感器信息并将其发送到 IoT 中心。,iot-hub
 准备好 Mac 计算机和 Azure IoT 中心, 在 Mac 计算机上安装工具，创建 IoT 中心，以及在 IoT 中心注册设备。,iot-hub
 准备好主计算机和 Azure IoT 中心, 在运行 Ubuntu 的主计算机上安装工具和软件，创建 IoT 中心，以及在 IoT 中心注册设备。,iot-hub
 准备好主计算机和 Azure IoT 中心, 在运行 Windows 的主计算机上安装工具和软件，创建 IoT 中心，以及在 IoT 中心注册设备。,iot-hub
 创建 Azure IoT 中心和注册设备, 服务：iot-hub,iot-hub
 运行示例应用，接收 SensorTag 数据并将其发送到 Azure IoT 中心, 运行 BLE 示例应用程序，从 BLE SensorTag 和 IoT 中心接收数据。,iot-hub
 从 Azure IoT 中心读取消息, 在主计算机上运行示例代码，从 IoT 中心读取消息。,iot-hub
 将消息保存到 Azure 云并从云中读取, 将来自 Intel NUC 的消息保存到 IoT 中心并将其写入 Azure 表存储，然后从云中读取。,iot-hub
 读取保存在 Azure 表存储中的消息, 将来自 Intel NUC 的消息保存到 IoT 中心并将其写入 Azure 表存储，然后从云中读取。,iot-hub
 创建你的第一个 Azure IoT 网关模块, 创建一个模块并将其添加到一个示例应用以自定义模块行为。,iot-hub
 模拟设备和 Azure IoT 网关 - 入门, 开始使用 IoT 网关初学者工具包，创建 Azure IoT 中心，以及将网关连接到 IoT 中心,iot-hub
 模拟设备和 Azure IoT 网关 - 第 1 课：设置 NUC | Microsoft Docs, 将 Intel NUC 设置为传感器和 Azure IoT 中心之间的 IoT 网关，用于收集传感器信息并将其发送到 IoT 中心。,iot-hub
 准备好 Mac 计算机和 Azure IoT 中心, 在 Mac 计算机上安装工具，创建 IoT 中心，以及在 IoT 中心注册设备。,iot-hub
 准备好主计算机和 Azure IoT 中心, 在运行 Ubuntu 的主计算机上安装工具和软件，创建 IoT 中心，以及在 IoT 中心注册设备。,iot-hub
 准备好主计算机和 Azure IoT 中心, 在运行 Windows 的主计算机上安装工具和软件，创建 IoT 中心，以及在 IoT 中心注册设备。,iot-hub
 创建 Azure IoT 中心和注册设备, 服务：iot-hub,iot-hub
 运行模拟设备示例应用，将数据发送到 Azure IoT 中心, 运行模拟设备示例应用，将温度数据发送到 IoT 中心,iot-hub
 从 Azure IoT 中心读取消息, 在主计算机上运行示例代码，从 IoT 中心读取消息。,iot-hub
 将消息保存到 Azure 云并从云中读取, 将来自 Intel NUC 的消息保存到 IoT 中心并将其写入 Azure 表存储，然后从云中读取。,iot-hub
 读取保存在 Azure 表存储中的消息, 将来自 Intel NUC 的消息保存到 IoT 中心并将其写入 Azure 表存储，然后从云中读取。,iot-hub
 Azure IoT 网关故障排除, Intel NUC 网关的故障排除页,iot-hub
 Azure IoT 网关故障排除, Intel NUC 网关的故障排除页,iot-hub
 通过 Azure IoT Edge 在 IoT 网关上进行数据转换, 通过 Azure IoT Edge 的自定义模块，使用 IoT 网关转换传感器数据的格式。,iot-hub
 将物理设备与 Azure IoT Edge 配合使用, 如何使用 Texas Instruments SensorTag 设备通过 Raspberry Pi 3 设备上运行的网管将数据发送到 IoT 中心。 该网关使用 Azure IoT Edge 生成。,iot-hub
 Azure IoT 中心 - 开始将 IoT 设备连接到云, 了解如何将 IoT 设备连接到 Azure IoT 中心。 设备可以将遥测数据发送到 IoT 中心，IoT 中心可以监视和管理设备。,iot-hub
 Azure IoT 中心 HA 和 DR, 介绍了Azure 和 IoT 中心功能，这些功能有助于构建带灾难恢复功能的 Azure IoT 高可用性解决方案。,iot-hub
 Azure IoT 中心操作方法, 作为开发人员，我应该如何使用各种 IoT 中心功能？,iot-hub
 Intel Edison 到云 (C) - 将 Intel Edison 连接到 Azure IoT 中心, 将 Intel Edison 连接到 Azure IoT 中心，以便 Intel Edison 向 Azure 云发送数据。,iot-hub
 配置 Edison Azure IoT 初学者工具包, 首次配置 Intel Edison 进行使用。,iot-hub
 将闪烁应用程序部署到 Azure IoT 初学者工具包中, 克隆 GitHub 提供的示例 C 应用程序，并使用 gulp 工具将此应用程序部署到 Intel Edison 开发板。此示例应用程序每隔两秒让连接到板的 LED 闪烁一次。,iot-hub
 获取用于 Azure IoT 初学者工具包 (macOS 10.10) 的工具, 下载并安装用于 macOS 上的 Edison 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Ubuntu 16.04) 的工具, 下载并安装用于 Ubuntu 上的 Edison 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包（Windows 7 或更高版本）的工具, 下载并安装用于 Windows 7 及更高版本上的 Edison 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (macOS 10.10) 的 Azure 工具, 在 macOS 上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Ubuntu 16.04) 的 Azure 工具, 在 Ubuntu 上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 获取用于 Azure IoT 初学者工具包（Windows 7 和更高版本）的 Azure 工具, 在 Windows 7 及更高版本上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 创建 Azure IoT 中心并注册 Intel Edison, 使用 Azure CLI 创建资源组、创建 Azure IoT 中心，以及在 Azure IoT 中心注册 Edison。,iot-hub
 创建 Azure Function App 和存储帐户, Azure 函数应用可侦听 Azure IoT 中心事件、处理传入消息以及将其写入到 Azure 表存储。,iot-hub
 读取保存在 Azure 存储中的消息, 在将从设备到云的消息写入 Azure 表存储时，对其进行监视。,iot-hub
 运行示例应用程序，将设备到云消息发送到 Azure IoT 中心, 在 Intel Edison 上部署并运行示例应用程序，将消息发送到 IoT 中心并使 LED 闪烁。,iot-hub
 从 Azure IoT 中心更改消息的 LED 闪烁行为, 自定义这些消息，以更改 LED 的开关行为。,iot-hub
 运行示例应用程序，接收来自 Azure IoT 中心的云到设备消息, 示例应用程序在 Edison 上运行，监视来自 IoT 中心的传入消息。新的 gulp 任务会将消息从 IoT 中心发送到 Edison，使 LED 闪烁。,iot-hub
 Intel Edison Azure IoT 初学者工具包故障排除, Intel Edison C 体验的故障排除页,iot-hub
 Intel Edison 到云 (Node.js) - 将 Intel Edison 连接到 Azure IoT 中心, 将 Intel Edison 连接到 Azure IoT 中心，以便 Intel Edison 向 Azure 云发送数据。,iot-hub
 创建闪烁应用程序并将其部署到 Azure IoT 初学者工具包中, 首次配置 Intel Edison 进行使用。,iot-hub
 将闪烁应用程序部署到 Azure IoT 初学者工具包中, 克隆 GitHub 提供的示例 C 应用程序，并使用 gulp 工具将此应用程序部署到 Intel Edison 开发板。此示例应用程序每隔两秒让连接到板的 LED 闪烁一次。,iot-hub
 获取用于 Azure IoT 初学者工具包 (macOS 10.10) 的 Azure 工具, 下载并安装用于 macOS 上的 Edison 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Ubuntu 16.04) 的工具, 下载并安装用于 Ubuntu 上的 Edison 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包（Windows 7 或更高版本）的工具, 下载并安装用于 Windows 7 及更高版本上的 Edison 的第一个示例应用程序的必需工具和软件。,iot-hub
 获取用于 Azure IoT 初学者工具包 (macOS 10.10) 的 Azure 工具, 在 macOS 上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 获取用于 Azure IoT 初学者工具包 (Ubuntu 16.04) 的 Azure 工具, 在 Ubuntu 上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 获取用于 Azure IoT 初学者工具包（Windows 7 和更高版本）的 Azure 工具, 在 Windows 7 及更高版本上安装 Python 和 Azure 命令行接口 (Azure CLI)。,iot-hub
 创建 Azure IoT 中心并注册 Intel Edison, 使用 Azure CLI 创建资源组、创建 Azure IoT 中心，以及在 Azure IoT 中心注册 Edison。,iot-hub
 创建 Azure Function App 和存储帐户, Azure 函数应用可侦听 Azure IoT 中心事件、处理传入消息以及将其写入到 Azure 表存储。,iot-hub
 读取保存在 Azure 存储中的消息, 在将从设备到云的消息写入 Azure 表存储时，对其进行监视。,iot-hub
 运行示例应用程序，将设备到云消息发送到 Azure IoT 中心, 在 Intel Edison 上部署并运行示例应用程序，将消息发送到 IoT 中心并使 LED 闪烁。,iot-hub
 从 Azure IoT 中心更改消息的 LED 闪烁行为, 自定义这些消息，以更改 LED 的开关行为。,iot-hub
 运行示例应用程序，接收来自 Azure IoT 中心的云到设备消息, 示例应用程序在 Edison 上运行，监视来自 IoT 中心的传入消息。新的 gulp 任务会将消息从 IoT 中心发送到 Edison，使 LED 闪烁。,iot-hub
 Intel Edison Azure IoT 初学者工具包故障排除, Intel Edison Node.js 体验的故障排除页,iot-hub
 Azure IoT 中心 IP 连接筛选器, 如何使用 IP 筛选阻止特定 IP 地址到 Azure IoT 中心的连接。 可阻止来自单独 IP 地址或 IP 地址范围的连接。,iot-hub
 Azure IoT 中心的云到设备的消息 (Java), 如何使用 Azure IoT SDK for Java 将云到设备的消息从 Azure IoT 中心发送到设备。 修改模拟设备应用以接收云到设备消息，并修改后端应用以发送云到设备消息。,iot-hub
 Azure IoT 中心入门 (Java), 如何使用 Azure IoT SDK for Java 将设备到云的消息从设备发送到 Azure IoT 中心。 将创建一个用于发送消息的模拟设备、一个用于在注册表中标识注册设备的服务应用，以及一个用于从 IoT 中心读取设备到云消息的服务应用。,iot-hub
 处理 Azure IoT 中心设备到云的消息 (Java), 如何使用路由规则和自定义终结点将消息发送到其他后端服务，从而处理 IoT 中心设备到云消息。,iot-hub
 Azure IoT 网关 SDK 入门 (Linux), 了解如何在 Linux 计算机上构建网关，以及 Azure IoT Edge 的重要概念，如模块和 JSON 配置文件。,iot-hub
 使用 Azure IoT Edge 模拟设备 (Linux), 如何在 Linux 上使用 Azure IoT Edge 创建模拟设备，从而通过网关将遥测数据发送到 IoT 中心。,iot-hub
 Azure IoT 中心的实时传感器数据可视化 - Power BI, 使用 Power BI 可视化从传感器收集的温度和湿度数据并将其发送到 Azure IoT 中心。,iot-hub
 Azure IoT 中心的实时传感器数据可视化 – Web 应用, 使用 Azure Web 应用可视化从传感器收集的温度和湿度数据并将其发送到 Azure IoT 中心。,iot-hub
 使用指标监视 Azure IoT 中心, 如何使用 Azure IoT 中心度量值评估和监视 IoT 中心的总体运行状况。,iot-hub
 了解 Azure IoT 中心 MQTT 支持, 开发人员指南 - 支持设备使用 MQTT 协议连接到面向设备的 IoT 中心终结点。 介绍了 Azure IoT 设备 SDK 中的内置 MQTT 支持。,iot-hub
 Azure IoT 中心的云到设备的消息 (Node), 如何使用 Azure IoT SDK for Node.js 将云到设备的消息从 Azure IoT 中心发送到设备。修改模拟设备应用以接收云到设备消息，并修改后端应用以发送云到设备消息。,iot-hub
 Azure IoT 中心设备管理入门 (Node), 如何使用 IoT 中心设备管理进行远程设备重启。 使用 Azure IoT SDK for Node.js 实现包含直接方法的模拟设备应用和调用直接方法的服务应用。,iot-hub
 Azure IoT 中心直接方法 (Node), 如何使用 Azure IoT 中心直接方法。 使用 Azure IoT SDK for Node.js 实现包含直接方法的模拟设备应用和调用直接方法的服务应用。,iot-hub
 通过 Azure IoT 中心进行设备固件更新 (Node), 如何使用 Azure IoT 中心上的设备管理进行设备固件更新。使用 Azure IoT SDK for Node.js 实现模拟设备应用以及触发固件更新的服务应用。,iot-hub
 Azure IoT 中心入门 (Node), 如何使用 Azure IoT SDK for Node.js 将设备到云的消息从设备发送到 Azure IoT 中心。 将创建一个用于发送消息的模拟设备、一个用于在注册表中标识注册设备的服务应用，以及一个用于从 IoT 中心读取设备到云消息的服务应用。,iot-hub
 通过 Azure IoT 中心安排作业 (Node), 如何安排 Azure IoT 中心作业实现多台设备上的直接方法调用。使用 Azure IoT SDK for Node.js 实现模拟设备应用以及用于运行作业的服务应用。,iot-hub
 Azure IoT 中心设备孪生入门 (Node), 如何使用 Azure IoT 中心设备孪生添加标记，然后使用 IoT 中心查询。使用 Azure IoT SDK for Node.js 实现模拟设备应用，并实现可添加标记和运行 IoT 中心查询的服务应用。,iot-hub
 使用 Azure IoT 中心设备孪生属性 (Node), 如何使用 Azure IoT 中心设备孪生配置设备。使用 Azure IoT SDK for Node.js 实现模拟设备应用，并实现可使用设备孪生更改设备配置的服务应用。,iot-hub
 Azure IoT 中心操作监视, 如何使用 Azure IoT 中心操作监视功能实时监视 IoT 中心上的操作状态。,iot-hub
 Azure IoT 协议网关, 如何使用 Azure IoT 协议网关扩展 IoT 中心功能及协议支持，使设备利用不由 IoT 中心本机支持的协议即可连接到该中心。,iot-hub
 将 Raspberry Pi (C) 连接到 Azure IoT - 入门, 开始使用 Raspberry Pi 3，创建 Azure IoT 中心，并将 Pi 连接到 IoT 中心。,iot-hub
