title,description,ms.service
 企业过渡到 Azure 的最佳实践 | Azure, 本文介绍一个基架，企业可以使用它来确保环境的安全性与可管理性。, azure-resource-manager
 Resource Manager 支持的服务 | Azure, 介绍支持 Resource Manager 的资源提供程序及其架构和可用 API 版本，以及可托管资源的区域。, azure-resource-manager
 有关创建 Resource Manager 模板的最佳做法 | Azure, 有关简化 Azure Resource Manager 模板的指导。, azure-resource-manager
 在 Azure 模板中定义子资源 | Azure, 演示如何在 Azure Resource Manager 模板中设置子资源的资源类型和名称, azure-resource-manager
NA,NA,NA
NA,NA,NA
NA,NA,NA
 模板中的 Azure 资源位置 | Azure, 演示如何在 Azure Resource Manager 模板中设置资源位置, azure-resource-manager
NA,NA,NA
NA,NA,NA
 标记模板中的 Azure 资源 | Azure, 演示如何将标记应用于 Azure Resource Manager 模板中的资源, azure-resource-manager
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
 Azure Resource Manager 模板 - 更新资源 | Azure, 介绍了如何通过扩展 Azure Resource Manager 模板的功能来更新资源, guidance
NA,NA,NA
 开发和测试环境 | Azure, 了解如何使用 Azure 资源管理器模板快速一致性地创建和删除开发与测试环境。, azure-resource-manager
 Azure 资源组 Visual Studio 项目 | Azure, 使用 Visual Studio 创建 Azure 资源组项目，并将资源部署到 Azure。, azure-resource-manager
 使用 Azure CLI 管理资源 | Azure, 使用 Azure 命令行接口 (CLI) 管理 Azure 资源和组, azure-resource-manager
 从备份保管库中的另一台 Azure 备份服务器恢复数据 | Azure, 将所保护的数据从任意 Azure 备份服务器恢复到 Azure 备份保管库，前提是服务器已注册到该保管库。, backup
 Azure 备份：准备备份虚拟机 | Microsoft 文档, 确保对环境进行准备，以便在 Azure 中备份虚拟机。, backup
 使用 Azure 备份来替换磁带基础结构 | Microsoft Docs, 了解如何 Azure 备份如何提供类似于磁带的语义，让你在 Azure 中备份和还原数据, backup
 使用 System Center 2012 R2 DPM 将 Exchange Server 备份到 Azure 备份 | Azure, 了解如何使用 System Center 2012 R2 DPM 将 Exchange Server 备份到 Azure 备份, backup
 Azure 备份常见问题解答 | Microsoft Docs, 以下常见问题的解答：服务工作原理、Azure 备份代理、恢复服务保管库、备份和保留限制。, backup
 恢复服务保管库常见问题 | Azure, 此版常见问题支持 Azure 备份服务公共预览版。针对备份代理、备份和保留、恢复、安全性的常见问题以及针对 Azure 备份解决方案的其他常见问题的答案。, backup
 Azure 备份 - 使用 Azure 导入/导出服务进行脱机备份或初始种子设定 | Azure, 了解如何在 Azure 备份中使用 Azure 导入/导出服务离线发送数据。本文介绍如何使用 Azure 导入导出服务来脱机设定初始备份数据的种子。, backup
 使用 Azure 备份服务器保护 VMware 服务器 | Microsoft Docs, 使用 Azure 备份服务器将 VMware 服务器备份到 Azure 或磁盘。 参考本文保护 VMware 工作负荷。, backup
 使用 Azure 备份服务器将 SharePoint 场备份到 Azure | Microsoft Docs, 使用 Azure 备份服务器备份和还原 SharePoint 数据。 本文介绍如何配置 SharePoint 场，以便在 Azure 中存储所需的数据。 可以从磁盘或 Azure 还原受保护的 SharePoint 数据。, backup
 在 Azure 中使用 DPM/Azure 备份服务器保护 SharePoint 场 | Azure, 本文概述如何在 Azure 中使用 DPM/Azure 备份服务器保护 SharePoint 场, backup
 使用 DPM 为 SQL 工作负荷配置 Azure 备份 | Azure, 使用 Azure 备份服务备份 SQL Server 数据库简介, backup
  删除 Azure 中的备份保管库 | Microsoft Docs , 如何删除 Azure 备份和恢复服务保管库。 备份保管库可以称为 Azure 云保管库或 Azure 恢复保管库。 在经典管理门户或 Azure 门户中无法删除备份保管库时对问题进行故障排除。, backup
 将 DPM 工作负荷备份到 Azure 经典管理门户 | Microsoft Docs, 使用 Azure 备份服务备份 DPM 服务器的简介, backup
 使用 Azure 备份服务器将 Exchange Server 备份到 Azure 备份 | Microsoft Docs, 了解如何使用 Azure 备份服务器将 Exchange Server 备份到 Azure 备份, backup
 Azure 备份：Linux VM 的应用程序一致性备份 | Microsoft Docs, 对于 Linux 虚拟机，使用脚本以保证对 Azure 的应用程序一致性备份。 脚本仅适用于 Resource Manager 部署中的 Linux VM；脚本不适用于 Windows VM 或服务管理器部署。 本文将指导完成包括故障排除在内的脚本配置步骤。, backup
 Azure 备份服务器故障排除 | Microsoft Docs, 排查 Azure 备份服务器的安装和注册以及应用程序工作负荷的备份和还原中的问题, backup
 管理和监视 Azure 虚拟机备份 | Azure, 了解如何管理和监视 Azure 虚拟机备份, backup
 使用 Azure 经典部署模型管理 Azure 备份保管库和服务器 | Azure, 使用本教程来了解如何管理 Azure 备份保管库和服务器。, backup
 使用 Azure 备份服务器将工作负荷备份到 Azure 经典管理门户 | Microsoft Docs, 确保正确准备好你的环境，以使用 Azure 备份服务器来备份工作负荷, backup
 准备环境以使用 Azure 备份服务器来备份工作负荷 | Azure, 确保正确准备好你的环境，以使用 Azure 备份服务器来备份工作负荷, backup
 使用 Azure 备份还原已加密 VM 的密钥保管库密钥和机密 | Azure, 了解如何使用 PowerShell 在 Azure 备份中还原密钥保管库密钥和机密, backup
 从备份中还原虚拟机 | Azure, 了解如何从恢复点还原 Azure 虚拟机, backup
 使用经典部署模型将数据还原到 Windows Server 或 Windows 客户端 | Microsoft Docs, 了解如何从 Windows Server 或 Windows 客户端还原。, backup
 将 Azure 中的数据还原到 Windows Server 或 Windows 计算机 | Microsoft 文档, 了解如何将 Azure 中存储的数据还原到 Windows Server 或 Windows 计算机。, backup
 使用 Azure 备份服务器为 SQL Server 工作负荷配置 Azure 备份 | Microsoft Docs, 使用 Azure 备份服务器备份 SQL Server 数据库简介, backup
 排查在 Azure 备份中备份文件和文件夹时速度缓慢的问题 | Azure, 提供了故障排除指导，帮助你诊断 Azure 备份性能问题的原因, backup
 排查 Azure 备份故障：快照 VM 子任务超时 | Azure, 与以下错误相关的 Azure VM 备份失败的症状、原因与解决方法：无法与 VM 代理通信以获取快照状态 - 快照 VM 子任务超时, backup
 使用 PowerShell 部署和管理 Resource Manager 部署型 VM 的备份 | Microsoft Docs, 使用 PowerShell 在 Azure 中部署和管理 Resource Manager 部署型 VM 的备份, backup
 通过 PowerShell 为 Azure VM 部署和管理备份 | Azure, 了解如何使用 PowerShell 部署和管理 Azure 备份, backup
 Azure 备份 - 备份包含加密磁盘的 Azure IaaS VM | Azure, 了解 Azure 备份在备份 IaaS VM 期间如何处理使用 BitLocker 或 dmcrypt 加密的数据。本文帮助你预先了解在处理加密的磁盘时，备份和还原体验的差异。, backup
 初步了解：使用备份保管库备份 Azure VM | Microsoft 文档, 使用经典管理门户将 Azure VM 备份到备份保管库。 本教程介绍了所有阶段，包括：创建备份保管库、注册 VM、创建备份策略，以及运行初始备份作业。, backup
 在 Azure 中规划 VM 备份基础结构 | Microsoft Docs, 规划在 Azure 中备份虚拟机时的重要注意事项, backup
 准备好环境以备份 Azure 虚拟机 | Microsoft Docs, 确保对环境进行准备，以便在 Azure 中备份虚拟机, backup
 排查经典管理门户中的 Azure 备份错误 | Microsoft Docs, 对经典管理门户中 Azure 虚拟机的 Azure 备份和还原进行故障排除。, backup
 排查 Azure 虚拟机备份错误 | Microsoft 文档, Azure 虚拟机备份和还原疑难解答, backup
 将经典部署 Azure 虚拟机备份到备份保管库 | Azure, 使用本文中的 Azure 虚拟机备份过程来发现、注册和备份虚拟机。, backup
 使用 PowerShell 部署和管理 Windows Server/客户端的备份 | Azure, 了解如何使用 PowerShell 部署和管理 Azure 备份, backup
 使用 PowerShell 部署和管理 Windows Server/客户端的备份 | Azure, 了解如何使用 PowerShell 部署和管理 Azure 备份, backup
 将 Windows 服务器或工作站备份到 Azure（经典模型）| Microsoft 文档, 将 Windows 服务器或客户端备份到 Azure 中的备份保管库。 了解有关使用 Azure 备份代理将文件和文件夹保护到备份保管库的基础知识。, backup
 使用 Azure 备份代理备份文件和文件夹 | Microsoft 文档, 使用 Azure 备份代理将 Windows 文件和文件夹备份到 Azure。 创建恢复服务保管库，安装备份代理，定义备份策略，以及对文件和文件夹运行初始备份。, backup
 Azure 备份：使用 PowerShell 备份 DPM 工作负荷 | Microsoft 文档, 了解如何使用 PowerShell 部署和管理 Data Protection Manager (DPM) 的 Azure 备份, backup
 Azure 备份 - 使用 PowerShell 备份 DPM 工作负荷 | Microsoft 文档, 了解如何使用 PowerShell 部署和管理 Data Protection Manager (DPM) 的 Azure 备份, backup
 什么是 Azure 备份？ | Microsoft 文档, 使用 Azure 备份，可以从 Windows Server、Windows 工作站、System Center DPM 服务器以及 Azure 虚拟机备份和还原数据与工作负荷。, backup
 使用 Azure 基于角色的访问控制管理备份 | Microsoft 文档, 使用基于角色的访问控制来管理对恢复服务保管库中的备份管理操作的访问。, backup
 将 Windows 文件和文件夹备份到 Azure (Resource Manager) | Microsoft Docs, 了解如何在 Resource Manager 部署中将 Windows 文件和文件夹备份到 Azure。, backup
 在 Azure 门户中创建批处理帐户 | Microsoft Docs, 了解如何在 Azure 门户中创建 Azure Batch 帐户，以便在云中运行大规模并行工作负荷, batch
 批处理分析 - Azure | Microsoft Docs,NA, batch
 面向开发人员的 Azure 批处理概述 | Microsoft 文档, 从开发的角度了解 Batch 服务的功能及其 API。, batch
 使用 Azure 批处理 API 和工具开发大型并行处理解决方案 | Microsoft Docs, 了解通过 Azure 批处理服务开发解决方案时可以使用的 API 和工具。, batch
 在计算节点上安装应用程序包 - Azure Batch | Microsoft Docs, 使用 Azure Batch 的应用程序包功能轻松管理要安装在 Batch 计算节点上的多个应用程序和版本。, batch
 自动缩放 Azure Batch 池中的计算节点 | Microsoft Docs, 对云池启用自动缩放功能可以动态调整池中计算节点的数目。, batch
 Azure CLI for Batch 入门 | Azure, Azure CLI 中用于管理 Azure Batch 服务资源的 Batch 命令简介, batch
 Azure 批处理 CLI 示例 | Microsoft Docs, Azure 批处理 CLI 示例, batch
 Azure 批处理计算节点环境变量 | Microsoft Docs,NA, batch
 为 Batch 事件启用诊断日志记录 - Azure | Microsoft Docs, 记录并分析 Azure Batch 帐户资源（诸如池和任务）的诊断日志事件。, batch
 教程 - 使用适用于 .NET 的 Azure 批处理客户端库 | Microsoft 文档, 了解 Azure Batch 的基本概念并使用 .NET 构建简单的解决方案。, batch
 设计有效的列表查询 - Azure Batch | Microsoft Docs, 在请求批处理资源（例如池、作业、任务和计算节点）的相关信息时对查询进行筛选可提高性能。, batch
 云中的 Batch 和 HPC 解决方案 - Azure | Microsoft Docs, 了解 Azure 中的批处理和高性能计算（HPC 和大型计算）方案和解决方案选项, batch
 创建任务以在计算节点上准备作业并完成作业 - Azure Batch | Microsoft 文档, 使用作业级准备任务最大程度地减少 Azure Batch 计算节点的数据传输，在完成作业时执行释放任务来清理节点。, batch
 在虚拟机计算节点上运行 Linux - Azure Batch | Microsoft 文档 , 了解如何处理 Azure Batch 中 Linux 虚拟机池上的并行计算工作负荷。, batch
 使用适用于 .NET 的客户端库管理 Batch 帐户资源 - Azure | Microsoft Docs, 使用 Batch Management .NET 库创建、删除和修改 Azure Batch 帐户资源。, batch
 使用多实例任务运行 MPI 应用程序 - Azure Batch | Microsoft Docs, 了解如何在 Azure Batch 中使用多实例任务类型执行消息传递接口 (MPI) 应用程序。, batch
 以并行方式运行任务以高效使用计算资源 - Azure Batch | Microsoft 文档, 通过减少所用的计算节点数并在 Azure Batch 池的每个节点上运行并发任务，来提高效率并降低成本, batch
 池创建事件 - Azure | Microsoft Docs,NA, batch
 池删除完成事件 - Azure | Microsoft Docs,NA, batch
 池删除开始事件 - Azure | Microsoft Docs,NA, batch
 池调整大小完成事件 - Azure | Microsoft Docs,NA, batch
 池调整大小开始事件 - Azure | Microsoft Docs,NA, batch
 Azure 批处理 PowerShell 入门 | Microsoft 文档, 快速介绍可用于管理 Batch 资源的 Azure PowerShell cmdlet。, batch
 教程 - 使用用于 Python 的 Azure 批处理 SDK | Microsoft 文档, 了解 Azure Batch 的基本概念并使用 Python 构建简单的解决方案。, batch
 Azure Batch 服务配额和限制 | Microsoft Docs, 了解默认的 Azure Batch 配额、限制和约束，以及如何请求提高配额, batch
 任务完成事件 - Azure | Microsoft Docs,NA, batch
 使用任务依赖关系来基于其他任务的完成情况运行任务 - Azure Batch | Microsoft 文档, 在 Azure Batch 中创建依赖于其他任务的完成的任务，以处理 MapReduce 样式和类似的大数据工作负荷。, batch
 任务失败事件 - Azure | Microsoft Docs,NA, batch
 将作业和任务输出保存到 Azure 存储 - Azure Batch | Microsoft 文档, 了解如何使用 Azure 存储作为 Batch 任务和作业输出的持久性存储，在 Azure 门户中查看这些保存的输出。, batch
 任务开始事件 - Azure | Microsoft Docs,NA, batch
 Azure Batch 在云中运行大规模并行计算解决方案 | Microsoft Docs, 了解如何使用 Azure Batch 服务执行大规模并发工作负荷与 HPC 工作负荷, batch
 开始使用 Visual Studio 项目模板生成 Batch 解决方案 - Azure | Microsoft 文档, 了解 Visual Studio 项目模板如何帮助在 Azure Batch 上实现和运行计算密集型工作负荷。, batch
 Azure 云中的 Batch 和 HPC 的资源 | Microsoft Docs, 列出了旨在帮助你在 Azure 中运行大规模并行批处理和高性能计算 (HPC) 工作负荷的技术资源。, multiple
 Azure CLI 脚本示例 - 在批处理中添加应用程序 | Microsoft Docs, Azure CLI 脚本示例 - 在批处理中添加应用程序, batch
 Azure CLI 脚本示例 - 创建批处理帐户 | Microsoft Docs, Azure CLI 脚本示例 - 创建批处理帐户, batch
 Azure CLI 脚本示例 - 管理批处理中的池 | Microsoft Docs, Azure CLI 脚本示例 - 管理批处理中的池, batch
 Azure CLI 脚本示例 - 使用批处理运行作业 | Microsoft Docs, Azure CLI 脚本示例 - 使用批处理运行作业, batch
 使用 Azure 自动化管理 Azure 云服务 | Azure, 了解如何使用 Azure 自动化服务管理大规模 Azure 云服务。, cloud-services
 排除云服务分配故障 | Microsoft Azure, 对在 Azure 中部署云服务时的分配失败进行故障排除, cloud-services
 云服务和管理证书 | Azure, 了解如何在 Azure 中创建和使用证书, cloud-services
 Azure 计算选项 - 云服务 | Azure, 了解 Azure 计算托管选项及其工作原理：应用服务、云服务和虚拟机, multiple
 配置云服务的 SSL | Azure, 了解如何为 Web 角色指定 HTTPS 终结点以及如何上传 SSL 证书来保护应用程序。这些示例使用 Azure 门户。, cloud-services
 为云服务配置 SSL（经典）| Azure, 了解如何为 Web 角色指定 HTTPS 终结点以及如何上载 SSL 证书来保护您的应用程序。, cloud-services
 将云服务连接到自定义域控制器 | Azure, 了解如何使用 Powershell 和 AD 域扩展将 Web/辅助角色连接到自定义 AD 域, cloud-services
 在云服务中配置自定义域名 | Azure, 了解如何通过配置 DNS 设置在自定义域上向 Internet 公开 Azure 应用程序或数据。这些示例使用 Azure 门户。, cloud-services
 在云服务中配置自定义域名 | Azure, 了解如何通过配置 DNS 设置在自定义域上公开 Azure 应用程序或数据。, cloud-services
 使用 PowerShell 在 Azure 云服务中启用诊断 | Azure, 了解如何使用 PowerShell 为云服务启用诊断, cloud-services
 发生影响 Azure 云服务的 Azure 服务中断时该怎么办 | Azure, 了解发生影响 Azure 云服务的 Azure 服务中断时该怎么办。, cloud-services
 在 Azure 中使用 TFS 持续交付云服务 | Azure, 了解如何设置 Azure 云应用的持续交付。MSBuild 命令行语句和 PowerShell 脚本的代码示例。, cloud-services
 在 Azure 诊断中使用性能计数器 | Azure, 在 Azure 云服务或虚拟机中使用性能计数器查找瓶颈和优化性能。, cloud-services
 在 Azure 存储中存储和查看诊断数据 | Azure, 将 Azure 诊断数据传输到 Azure 存储并查看, cloud-services
 使用 Azure 诊断跟踪云服务应用程序中的流 | Azure, 将跟踪消息添加到 Azure 应用程序，以帮助调试、性能度量、监视和流量分析等。, cloud-services
 如何将 Azure 诊断 (.NET) 用于云服务 | Azure, 使用 Azure 诊断从 Azure 云服务收集数据，以用于调试、衡量性能、监视和流量分析等目的。, cloud-services
 Azure 云服务和 ASP.NET 入门 | Azure, 了解如何使用 ASP.NET MVC 和 Azure 创建多层应用程序。 该应用程序运行在云服务中，带有 web 角色和辅助角色。 它使用实体框架、SQL 数据库和 Azure 存储队列和 Blob。, cloud-services
 在云服务角色上安装 .NET, 本文介绍如何在云服务 Web 角色和辅助角色上手动安装 .NET Framework, cloud-services
 在 Visual Studio 中设置 Emulator Express 来调试云服务应用程序 | Microsoft 文档, 介绍如何在 Visual Studio 服务中安装 C++ Redistributable 来启用 Emulator Express, cloud-services
 云服务中的角色通信 | Azure, 云服务中的角色实例可以定义其终结点（http、https、tcp、udp），以便与外界通信或在其他角色实例之间进行通信。, cloud-services
 Azure 云服务角色常见问题解答 | Azure, 有关 Azure 云服务的常见问题解答。 解答有关证书、Web 角色和辅助角色的一些常见问题。, cloud-services
 来宾 OS 系列 1 停用通知 | Azure, 提供有关 Azure 来宾 OS 系列 1 何时停用以及如何确定是否受影响的信息, cloud-services
 适用于 Azure 来宾 OS 的更新列表 | Azure, 适用于来宾 OS 版本的更新列表, cloud-services
 Azure 来宾 OS 可支持性和停用策略指南 | Azure, 介绍有关 Microsoft 对云服务使用的 Azure 来宾 OS 提供的支持的信息。, cloud-services
 了解最新的 Azure 来宾 OS 版本 | Azure, 有关 Azure 云服务来宾 OS 的最新发行新闻以及 SDK 兼容性。, cloud-services
 如何配置云服务（门户）| Azure, 了解如何在 Azure 中配置云服务。了解如何更新云服务配置以及配置对角色实例的远程访问。这些示例使用 Azure 门户。, cloud-services
 如何配置云服务（经典管理门户）| Azure, 了解如何在 Azure 中配置云服务。了解如何更新云服务配置以及配置对角色实例的远程访问。, cloud-services
 如何创建和部署云服务 | Azure, 了解如何使用 Azure 门户创建和部署云服务。, cloud-services
 如何创建和部署云服务 | Azure, 了解如何在 Azure 中使用“快速创建”方法创建和部署云服务。, cloud-services
 常见的云服务管理任务 | Azure, 了解如何在 Azure 门户中管理云服务。这些示例使用 Azure 门户。, cloud-services
 常见的云服务管理任务（经典）| Azure, 了解如何在 Azure 经典管理门户中管理云服务。, cloud-services
 如何监视云服务 | Azure, 了解如何使用 Azure 经典管理门户监视云服务。, cloud-services
 在门户中的自动缩放云服务 | Azure, 了解如何使用门户在 Azure 中为云服务 Web 角色或辅助角色配置自动缩放规则。, cloud-services
 在 Windows PowerShell 中缩放 Azure 云服务 | Azure, （经典）了解如何使用 PowerShell 在 Azure 中缩放 web 角色或辅助角色。, cloud-services
 在门户中的自动缩放云服务 | Azure, （经典）了解如何使用经典门户在 Azure 中为云服务 Web 角色或辅助角色配置自动缩放规则。, cloud-services
 什么是云服务模型和包 | Azure, 描述 Azure 中的云服务模型（.csdef、.cscfg）和包 (.cspkg), cloud-services
 使用 Socket.io 的 Node.js 应用程序 | Azure, 了解如何在 Azure 上托管的 node.js 应用程序中使用 socket.io。, cloud-services
 Node.js 入门指南 | Azure, 了解如何创建简单的 Node.js Web 应用程序并将其部署到 Azure 云服务。, cloud-services
 使用 Express 构建 Web 应用程序 (Node.js) | Azure, 本教程以云服务教程为基础，演示如何使用 Express 模块。, cloud-services
 暂存云服务部署 (Node.js) | Azure, 了解如何使用虚拟 IP (VIP) 交换将 Azure 应用程序部署到过渡环境，然后再将其部署到生产环境。, cloud-services
 在计算模拟器中本地分析云服务 | Azure, 使用 Visual Studio 探查器调查云服务中的性能问题, cloud-services
 使用 PowerShell 创建云服务容器 | Azure, 本文介绍如何使用 PowerShell 创建云服务容器。容器托管 Web 角色和辅助角色。, cloud-services
 如何使用服务管理 API (Python) - 功能指南, 了解如何以编程方式执行 Python 提供的常见服务管理任务。, cloud-services
 Python 和 Azure 云服务入门 | Azure, 有关使用 Python Tools for Visual Studio 来创建包括 Web 角色和辅助角色的 Azure 云服务的概述。, cloud-services
 云服务角色配置 XPath 速查表 | Azure, 可在云服务角色配置中用来将设置公开为环境变量的各种 XPath 设置。, cloud-services
 为 Azure 云服务中的角色启用远程桌面连接 | Azure, 如何配置 Azure 云服务应用程序以允许远程桌面连接, cloud-services
 使用 PowerShell 为 Azure 云服务中的角色启用远程桌面连接, 如何使用 PowerShell 配置 Azure 云服务应用程序以允许远程桌面连接, cloud-services
 为 Azure 云服务启用远程桌面 | Azure, 如何配置 Azure 云服务应用程序以允许远程桌面连接, cloud-services
 处理云服务生命周期事件 | Azure, 了解如何在 .NET 中使用云服务角色的生命周期方法, cloud-services
 使用 Microsoft HPC Pack 设置混合 HPC 群集 | Azure, 了解如何使用 Microsoft HPC Pack 和 Azure 设置小型的混合高性能计算 (HPC) 群集, cloud-services
 Azure 云服务的虚拟机大小, 列出 Azure 云服务 Web 角色和辅助角色的不同虚拟机大小（及 ID）。, cloud-services
 云服务的常见启动任务 | Azure, 提供了一些可能需要在云服务 Web 角色或辅助角色中执行的常见启动任务示例。, cloud-services
 在 Azure 云服务中运行启动任务 | Azure, 启动任务可帮助为你的应用准备云服务环境。这将讲授启动任务的工作方式以及如何生成启动任务, cloud-services
 云服务角色回收的常见原因 | Azure, 突然回收云服务角色可能会导致严重停机。以下是导致角色回收的一些常见问题，解决这些问题将有助于减少停机。, cloud-services
 角色的默认 TEMP 文件夹大小太小 | Azure, 云服务角色的 TEMP 文件夹的空间有限。本文针对如何避免磁盘空间不足的问题提供了一些建议。, cloud-services
 排查云服务部署问题 | Azure, 将云服务部署到 Azure 时，可能会遇到几个常见问题。本文提供了部分问题的解决方案。, cloud-services
 对无法启动的角色进行故障排除 | Azure, 以下是云服务角色无法启动的一些常见原因。此外还提供了这些问题的解决方案。, cloud-services
 如何更新云服务 | Azure, 了解如何在 Azure 中更新云服务。了解如何云服务上进行更新以确保可用性。, cloud-services
 使用持续交付启用远程调试 | Azure, 了解在使用持续交付部署到 Azure 时如何启用远程调试, cloud-services
 使用 Visual Studio Online 持续交付云服务 | Microsoft 文档, 学习如何在不将诊断存储密钥保存到服务配置文件服务的情况下设置 Azure 云应用的持续交付, cloud-services
 DocumentDB 自动化 - 管理区域 | Microsoft Docs, 使用 Azure CLI 1.0 和 Azure Resource Manager 管理 DocumentDB 数据库帐户中的区域。, documentdb
 DocumentDB 自动化 - Resource Manager - Azure CLI 1.0 | Microsoft Docs, 使用 Azure Resource Manager 模板或 CLI 来部署 DocumentDB 数据库帐户。 DocumentDB 是基于云的全局分布式数据库。, documentdb
 DocumentDB 自动化 - Azure CLI 2.0 | Microsoft Docs, 使用 Azure CLI 2.0 创建和管理 DocumentDB 帐户。 DocumentDB 是高度可用的全局分布式数据库。, documentdb
 使用 DocumentDB 中的更改源支持 | Microsoft Docs, 使用 DocumentDB 的更改源支持跟踪文档中发生的更改，执行基于事件的处理（例如触发器），使缓存和分析系统保持最新状态。, documentdb
 DocumentDB 社区、新闻和事件 | Microsoft Docs, 加入 DocumentDB 社区，在这里建立关系网，展示工作，磨练技能。, documentdb
 DocumentDB 帐户的 MongoDB 连接字符串 | Microsoft Docs, 了解如何使用 MongoDB 连接字符串将 MongoDB 应用连接到 DocumentDB 帐户。, documentdb
 DocumentDB 中的一致性级别 | Microsoft Docs, DocumentDB 提供五种一致性级别来帮助在最终一致性、可用性和延迟之间做出取舍。, documentdb
 适用于 DocumentDB 的 C++ 教程 | Microsoft Docs, 本 C++ 教程使用 DocumentDB 认可的 C++ SDK 创建 C++ 数据库和控制台应用程序。 DocumentDB 是全球规模的数据库服务。, documentdb
 如何创建 DocumentDB 帐户 | Microsoft Docs, 使用 DocumentDB 构建 NoSQL 数据库。 根据这些说明来创建 DocumentDB 帐户，并开始构建运行速度飞快且可全局缩放的 NoSQL 数据库。, documentdb
 创建 DocumentDB 数据库和集合 | Microsoft Docs, 了解如何使用在线服务门户为 DocumentDB（基于云的文档数据库）创建数据库和容器。 立即获取试用版。, documentdb
 使用模板部署 Web 应用 - DocumentDB | Microsoft Docs, 了解如何使用 Azure Resource Manager 模板部署 DocumentDB 帐户、Azure 应用服务 Web 应用以及示例 Web 应用程序。, documentdb
 使用 DocumentDB 全局分配数据 | Microsoft Docs, 了解如何通过全球分布式多模型数据库服务 DocumentDB，使用全局数据库进行全球范围的异地复制、故障转移和数据恢复。, documentdb
 适用于 DocumentDB 的 ASP.NET MVC 教程：Web 应用程序开发 | Microsoft Docs, 介绍如何创建使用 DocumentDB 的 MVC Web 应用程序的 ASP.NET MVC 教程。 你将存储 JSON 并从 Azure 网站上托管的待办事项应用程序中访问数据 — ASP NET MVC 教程分步说明。, documentdb
 DocumentDB：用于 DocumentDB API 的 .NET 示例 | Microsoft Docs, 在 github 上查找有关 DocumentDB 中常见任务的 C# .NET 示例，包括 CRUD 操作。, documentdb
 DocumentDB, 有关使用 DocumentDB .NET Core SDK 创建联机数据库和 C# 控制台应用程序的教程。, documentdb
 DocumentDB 数据库问题 - 常见问题解答 | Microsoft Docs, 获取有关 DocumentDB（全球分布式多模型数据库服务）的常见问题的解答。 解答有关容量、性能级别和缩放的数据库问题。, documentdb
 DocumentDB 防火墙支持和 IP 访问控制 | Microsoft Docs, 了解如何将 IP 访问控制策略用于 DocumentDB 数据库帐户上的防火墙支持。, documentdb
 使用 DocumentDB 中的地理空间数据 | Microsoft Docs, 了解如何使用 DocumentDB 和 DocumentDB API 创建、索引和查询空间对象。, documentdb
 DocumentDB：DocumentDB API 入门教程 | Microsoft Docs, 有关使用 DocumentDB API 创建联机数据库和 C# 控制台应用程序的教程。, documentdb
 适用于 DocumentDB 的数据库迁移工具 | Microsoft Docs, 本文演示了如何使用开源 DocumentDB 数据迁移工具将数据从各种源导入到 DocumentDB，包括 MongoDB、SQL Server、表存储、Amazon DynamoDB、CSV 和 JSON 文件。 将 CSV 转换为 JSON。, documentdb
 请求增加 DocumentDB 帐户配额 | Microsoft Docs, 了解如何请求对 DocumentDB 数据库配额（如文档存储空间和每个集合的吞吐量）的调整。, documentdb
 DocumentDB 索引策略 | Microsoft Docs, 了解如何在 DocumentDB 中为工作编制索引。 了解如何配置和更改索引策略，实现自动索引并提高性能。, documentdb
 DocumentDB：DocumentDB API | Microsoft Docs, 了解如何通过 SQL 和 JavaScript 使用 DocumentDB 以低延迟来存储和查询大量 JSON 文档。, documentdb
 使用 DocumentDB 开发 Java 应用程序教程 | Microsoft Docs, 本 Java Web 应用程序教程介绍了如何使用 DocumentDB 服务存储和访问 Azure 网站上托管的 Java 应用程序中的数据。, documentdb
 NoSQL 教程：Azure DocumentDB Java SDK | Microsoft Docs, 使用 DocumentDB Java SDK 创建联机数据库和 Java 控制台应用程序的 NoSQL 教程。 Azure DocumentDB 是用于 JSON 的 NoSQL 数据库。, documentdb
 用作键值存储的 DocumentDB - 费用概述 | Microsoft Docs, 了解将 DocumentDB 用作键值存储时的低成本。, documentdb
 DocumentDB 自动化 - 使用 Powershell 管理 | Microsoft Docs, 使用 Azure Powershell 管理 DocumentDB 帐户。, documentdb
 通过 Azure 门户管理 DocumentDB 帐户 | Microsoft Docs, 了解如何通过 Azure 门户管理 DocumentDB 帐户。 查找有关使用 Azure 门户查看、复制、删除和访问帐户的指南。, documentdb
 使用 Xamarin 和 DocumentDB 生成移动应用程序 | Microsoft Docs, 介绍如何使用 DocumentDB 创建 Xamarin iOS、Android 或 Forms 应用程序的教程。 DocumentDB 是适用于移动应用且速度极快、规模达全球的云数据库。, documentdb
 DocumentDB 中的数据建模 | Microsoft Docs, 了解如何为 DocumentDB 这种全局分布式多模型数据库进行数据建模。, documentdb
 使用 DocumentDB 的 MongoDB API 构建 Web 应用 | Microsoft Docs, 使用 MongoDB 的 API 创建联机数据库 Web 应用的 DocumentDB 教程。, documentdb
 将 mongoimport 和 mongorestore 与 DocumentDB 的 API for MongoDB 配合使用 | Microsoft Docs, 了解如何使用 mongoimport 和 mongorestore 将数据导入到 API for MongoDB 帐户, documentdb
 将 MongoChef 用于 DocumentDB | Microsoft Docs, 了解如何将 MongoChef 用于 DocumentDB, documentdb
