case.title,case.productName
增加配额,Cloud Service per subscription
计算余额,Other General Questions
无法添加订阅,How to add new subscription
订阅问题,Cannot find my subscription
申请发票问题,Fapiao related
账单咨询,Billing and Payment Issues
Quota increase,Compute
订阅迁移问题,Change Ownership of My Subscription
账单详情,Billing and Payment Issues
发票问题,Fapiao related
reactive account,Re-Enable a Subscription
账单问题,Enterprise billing questions
Quota Increase,Compute
Quota Increase,Compute
密码重置,Password related
账单问题,Enterprise billing questions
服务器设置,Other General questions
账单详询,Enterprise portal enquiry
Quota Increase,Compute
Azure费用问题,Enterprise billing questions
账户问题,Disable subscription
增加核数,Compute
虚拟机价格问题,Azure Offers and Pricing
Reactive Sub,Re-Enable a Subscription
计费咨询,Enterprise billing questions
发票登录问题,Fapiao related
增加核数,Compute
计费问题,Azure Offers and Pricing
账单咨询,Billing and Payment Issues
账户充值,Billing and Payment Issues
增加核数,Compute
Azure账单查询,Enterprise portal enquiry
通知邮件咨询,Other General Questions
申请退款,Refund Request
账单明细查询,Enterprise billing questions
账号无法激活,Other General questions
发票系统账号问题,Fapiao related
续费问题,Other General questions
Quota Increase,Compute
Quota Increase,Compute
账单详询,Enterprise billing questions
如何申请发票,Fapiao related
Azure账单查询,Enterprise billing questions
订阅被禁用,Fraud related issue
Quota Increase,Compute
价格咨询,Azure Offers and Pricing
 Reactive account,Re-Enable a Subscription
如何查看账户余额,Enterprise billing questions
账单查询,Enterprise billing questions
Azure添加订阅,How to add new subscription
Reactive Sub,Re-Enable a Subscription
Quota Increase,Reserved IP
账单查询,Enterprise billing questions
Quota Increase,Compute
无法创建东部虚拟机,Questions or Other service and subscription limit increases
查询账户余额,Enterprise billing questions
续费问题,Billing and Payment Issues
线下汇款,Pay by Invoice
虚拟机费用问题,Billing and Payment Issues
move Mooncake subscription to a different tenant,Change Ownership of My Subscription
Azure发票申请问题,Fapiao related
订阅被停原因查询,Fraud related issue
续费问题,Billing and Payment Issues
一元试用订阅被停,Fraud related issue
东部创建虚拟机,Compute
计算余额,Other General Questions
disable deployment,Other General questions
重置密码,Password related
增加核数,Compute
账单疑问,Billing and Payment Issues
账单咨询,Enterprise billing questions
Quota Increase,Storage
账单咨询,Billing and Payment Issues
如何查看账单,Enterprise billing questions
虚拟机价格问题,Azure Offers and Pricing
发票申请问题,Fapiao related
Quota Increase,Compute
费用问题,Enterprise billing questions
账单咨询,Enterprise billing questions
账单详询,Need a Copy of My Bill and Usage
充值问题,Pay by Invoice
付款咨询,Billing and Payment Issues
Disable account,Disable subscription
支付问题,Billing and Payment Issues
账单问题,Billing and Payment Issues
申请退款,Refund Request
1RMB试用付款不成功,Billing and Payment Issues
Quota increase,Other General questions
Azure发票申请问题,Fapiao related
发票相关,Fapiao related
Azure支付问题,Invoice PI-Cancel Order
VM创建问题,Other General questions
虚拟机价格问题,Azure Offers and Pricing
账户咨询,Other General questions
增加核数,Compute
重新激活订阅,Re-Enable a Subscription
账单咨询,Enterprise billing questions
存储计费咨询,Enterprise billing questions
订阅信息咨询,Other General Questions
VM计费咨询,Enterprise billing questions
发票问题,Fapiao related
数据迁移问题,Other General questions
订阅咨询,Enterprise portal enquiry
quota increase,Compute
Quota Increase,Compute
disable sub,Disable subscription
无法添加新的订阅,How to add new subscription
线下汇款,Pay by Invoice
无法创建虚拟机,Questions or Other service and subscription limit increases
Quota increase,HDInsight
订阅咨询,How to Add and Manage Admins
Azure账单咨询,Billing and Payment Issues
发票咨询,Fapiao related
增加配额,Cloud Service per subscription
Quota Increase,Other General questions
流量咨询,Other General Questions
订阅查询,Billing and Payment Issues
账单问题,Billing and Payment Issues
如何查看账单,Need a Copy of My Bill and Usage
订阅迁移,Enterprise portal enquiry
订阅咨询,Other General questions
费用咨询,Azure Offers and Pricing
Quota increase,Compute
订阅迁移,Switch to Another Offer
发票申请,Fapiao related
账单查询,Billing and Payment Issues
订阅添加,How to add new subscription
退款申请,Refund Request
账户咨询,How to Add and Manage Admins
账单咨询,Enterprise billing questions
Quota Increase,Compute
发票问题,Fapiao related
如何申请发票,Fapiao related
添加订阅,How to add new subscription
如何添加新的订阅,How to add new subscription
计费咨询,Azure Offers and Pricing
加速器企业申请资源20170726 百科&Mopaas,Compute
账单问题,Enterprise billing questions
账单咨询,Enterprise billing questions
添加订阅问题,Cannot find my subscription
账单查询,Billing and Payment Issues
申请发票问题,Fapiao related
quota increase,Compute
Reactive Sub,Re-Enable a Subscription
无法添加新的订阅,How to add new subscription
订阅被禁用,Re-Enable a Subscription
Quota Increase,Compute
订阅问题,Fraud related issue
发票问题,Fapiao related
reactive account,Re-Enable a Subscription
azure账单咨询,Billing and Payment Issues
支付失败,Fraud related issue
退款咨询,Refund Request
重新激活订阅,Fraud related issue
计费问题,Azure Offers and Pricing
支付问题,Billing and Payment Issues
价格咨询,Azure Offers and Pricing
azure充值问题咨询,Billing and Payment Issues
充值问题,Billing and Payment Issues
计算余额,Other General Questions
Quota Increase,Compute
加速器企业申请资源,Compute
支付问题,Billing and Payment Issues
Quota Increase,Compute
Quota Increase,Compute
订阅被停,Fraud related issue
Quota increase,Compute
价格咨询,Enterprise billing questions
工单记录查询,Other General Questions
账户余额问题,Billing and Payment Issues
Azure付款问题,Refund Request
Transfer Ownership,Change Ownership of My Subscription
发票系统账号问题,Fapiao related
添加订阅问题,How to add new subscription
1元试用支付不成功,Azure Offers and Pricing
订阅被禁用,Fraud related issue
添加订阅,How to add new subscription
Quota Increase,Compute
账单咨询,Azure Offers and Pricing
发票相关,Fapiao related
Quota increase,Compute
账单问题,Enterprise billing questions
quota increase,Compute
Quota Increase,Compute
付款不成功,Fraud related issue
账单查询,Enterprise billing questions
订阅删除问题,Cannot find my subscription
 Quota Increase,Compute
支付问题,Billing and Payment Issues
迁移订阅,Enterprise portal enquiry
如何添加订阅,Enterprise portal enquiry
账单咨询,Enterprise billing questions
1元试用,Fraud related issue
 Quota Increase,Compute
Transfer Ownership,Change Ownership of My Subscription
1元试用支付失败,Fraud related issue
订阅被取消,Fraud related issue
Quota Increase,Compute
Quota Increase,Compute
Quota Increase,Compute
订阅被停原因查询,Fraud related issue
Quota increase,Compute
如何取消订阅,Disable subscription
账单疑问,Billing and Payment Issues
账单问题,Billing and Payment Issues
credit back apply云伴-0123,Monetary Credit
"cancel orders > 7 days, no payment received.",Invoice PI-Cancel Order
如何查看账单,How to add new subscription
增加核数,Compute
Quato Increase,Storage
申请退款,Fraud related issue
Quota Increase,Compute
Quato Increase,Compute
Quato Increase,Cloud Service per subscription
充值查询,Billing and Payment Issues
虚拟机价格咨询,Billing and Payment Issues
Quota Increase,Compute
quota increase,Compute
Quota Increase,Compute
订阅失败,Fraud related issue
账单疑问,Enterprise billing questions
续费问题,Billing and Payment Issues
发票系统登录不了,Fapiao related
azure账单咨询,Enterprise billing questions
Quota Increase,Compute
Quota increase,Compute
重新激活订阅,Re-Enable a Subscription
重新激活订阅,Re-Enable a Subscription
支付失败,Billing and Payment Issues
申请退款,Refund Request
账单咨询,Enterprise billing questions
账单咨询,Enterprise billing questions
无法创建东部虚拟机,Compute
如何添加订阅,How to add new subscription
充值报错,Billing and Payment Issues
账单明细,Enterprise billing questions
费用咨询,Enterprise billing questions
Quota Increase,Compute
Quota Increase,Compute
支付失败,Fraud related issue
账单查询,Enterprise billing questions
无法续费,Billing and Payment Issues
发票问题,Fapiao related
Quota Increase,Compute
quota increase,Compute
查看账单,Need a Copy of My Bill and Usage
一元试用支付失败,Fraud related issue
付款问题,Billing and Payment Issues
如何添加订阅,How to add new subscription
重启订阅,Re-Enable a Subscription
账单有疑问,Enterprise portal enquiry
1元试用订阅,Fraud related issue
申请退款,Refund Request
Quota Increase,Compute
订阅被取消,Re-Enable a Subscription
1RMB支付问题,Billing and Payment Issues
申请退款,Refund Request
Disable account,Disable subscription
Quato Increase,Compute
账单咨询,Cannot download my usage in billing portal
管理员权限设置,Co-admin related issue
续费问题,Billing and Payment Issues
发票申请问题,Fapiao related
Quota Increase,Compute
Azure 账单查询,Billing and Payment Issues
无法添加订阅,How to add new subscription
Quota increase,Compute
更改支付方式,Change Payment Method
Quota Increase,Storage
Quota Increase,Compute
Transfer Ownership,Change Ownership of My Subscription
充值指导,Billing and Payment Issues
管理员权限设置,Enterprise portal enquiry
Quota Increase,Compute
发票申请问题,Fapiao related
核数调整,Compute
重新激活订阅,Re-Enable a Subscription
Quota Increase,Compute
Quota Increase,Compute
计费咨询,Billing and Payment Issues
1元试用无法支付,Fraud related issue
添加订阅,How to add new subscription
发票问题,Fapiao related
无法支付成功,Fraud related issue
1元试用支付失败,Fraud related issue
Quota Increase,Compute
Quota Increase,Compute
充值问题,Billing and Payment Issues
支付问题,Billing and Payment Issues
发票申请咨询,Fapiao related
计费咨询,Azure Offers and Pricing
充值问题,Billing and Payment Issues
由于PoC测试，需要升级Core,Compute
Quota increase,Compute
azure账单咨询,Billing and Payment Issues
对公转账咨询,Pay by Invoice
Azure账单问题,Billing and Payment Issues
余额查询,Billing and Payment Issues
我已经支付，怎么显示没有支付成功,Fraud related issue
无法支付成功,Fraud related issue
重启订阅,Re-Enable a Subscription
线下付款咨询,Pay by Invoice
增加配额,Compute
充值问题,Pay by Invoice
发票查询,Fapiao related
Quota Increase,Compute
如何添加订阅,How to add new subscription
充值查询,Billing and Payment Issues
quota increase,Compute
增加配额,Compute
更改支付方式,Invoice PI-Cancel Order
价格咨询,Billing and Payment Issues
支付问题,Invoice PI-Cancel Order
 Reactive account,Re-Enable a Subscription
更改支付方式,Change Payment Method
无法添加订阅,How to add new subscription
添加订阅,How to add new subscription
付款问题,Billing and Payment Issues
计算余额,Other General Questions
如何添加管理员,How to Add and Manage Admins
发票问题咨询,Fapiao related
线下付款咨询,Pay by Invoice
 Azure账单问题,Enterprise billing questions
合同,Purchase of Proof
存储咨询,Billing and Payment Issues
账单问题,Enterprise billing questions
存储咨询,Enterprise billing questions
申请赔偿,SLA Credit
合同咨询,Purchase of Proof
发票问题,Fapiao related
Quota Increase,Compute
发票问题,Fapiao related
azure加核咨询,Azure Offers and Pricing
 Quota Increase,Storage
账单问题,Billing and Payment Issues
余额查询,Pay by Invoice
Quota Increase,Compute
增加配额,Compute
Quota Increase,Compute
Site Recovery 申请开通vmware和物理机到Azure,Azure Offers and Pricing
订阅信息查询,Enterprise billing questions
充值咨询,Other General Questions
账单查询,Billing and Payment Issues
Azure申请退款,Refund Request
收费咨询,Azure Offers and Pricing
Azure 对公转账问题,Pay by Invoice
添加订阅问题,How to add new subscription
EA账号添加订阅,How to add new subscription
账单咨询,Azure Offers and Pricing
账单详询,Enterprise billing questions
quota increase,Compute
订阅迁移咨询,Change Ownership of My Subscription
发票相关,Fapiao related
费用咨询,Enterprise billing questions
支付问题,Pay by Invoice
账单咨询,Enterprise billing questions
如何添加合作伙伴信息,Other questions about billing portal
账单详询,Enterprise billing questions
充值确认,Pay by Invoice
查询余额,Enterprise billing questions
账单问题,Enterprise billing questions
发票申请咨询,Fapiao related
EA portal问题,Enterprise portal enquiry
如何添加EA订阅,How to add new subscription
订阅咨询,Other General questions
申请退款,Refund Request
账单问题,Enterprise portal enquiry
发票问题,Fapiao related
Quota increase,Compute
账单查询,Enterprise billing questions
付款问题,Billing and Payment Issues
指导填写合作伙伴ID,Partner ID issue in billing portal
支付问题,Billing and Payment Issues
发票咨询,Fapiao related
Transfer ownership,Change Ownership of My Subscription
申请退款,Refund Request
发票申请问题,Fapiao related
账单问题咨询,Enterprise billing questions
费用咨询,Billing and Payment Issues
发票问题,Fapiao related
Azure添加订阅,How to add new subscription
账单问题,Billing and Payment Issues
退款申请,Refund Request
查询账户余额,Enterprise billing questions
订阅被取消,Fraud related issue
订阅被禁用,Fraud related issue
Azure存储计费咨询,Azure Offers and Pricing
余额咨询,Pay by Invoice
停止订阅,Disable subscription
费用咨询,Enterprise billing questions
Azure付款问题,Pay by Invoice
账单有疑问,Enterprise billing questions
Quota Increase,Compute
支付失败,Fraud related issue
EA订阅问题,How to add new subscription
账单详询,Enterprise billing questions
支付方式更改,Invoice PI-Cancel Order
发票问题,Fapiao related
Reactive Sub,Re-Enable a Subscription
Transfer Ownership,Change Ownership of My Subscription
权限设置,Other General questions
账单咨询,Billing and Payment Issues
账单问题咨询,Billing and Payment Issues
"为什么 ssd 的服务器都是灰色的, 想要创建一个 4核8G的都不行",Other General questions
托管协议,Purchase of Proof
账单问题,Enterprise billing questions
账单详询,Billing and Payment Issues
如何查看账单,Billing and Payment Issues
不能创建中国东部的虚拟机,Questions or Other service and subscription limit increases
价格问题,Azure Offers and Pricing
发票问题,Fapiao related
存储计费问题,Billing and Payment Issues
发票问题,Fapiao related
EA添加订阅,How to Add and Manage Admins
充值确认,Pay by Invoice
想查询企业测试帐号的用量情况,Enterprise billing questions
订阅咨询,Other General questions
账单问题,Enterprise billing questions
管理员权限问题,Co-admin related issue
重新激活订阅,Re-Enable a Subscription
账单设置,Enterprise billing questions
订阅问题,Switch to Another Offer
支付失败,Billing and Payment Issues
充值咨询,Pay by Invoice
Quota Increase,Compute
重启订阅,Re-Enable a Subscription
 Quota Increase,Compute
账单咨询,Enterprise billing questions
Quota Increase,Storage
账单疑问,Billing and Payment Issues
账单查询,Enterprise billing questions
Azure付款问题,Billing and Payment Issues
东部无法创建虚拟机,Questions or Other service and subscription limit increases
支付问题,Billing and Payment Issues
Quato Increase,Compute
充值问题,Billing and Payment Issues
订阅问题,Billing and Payment Issues
申请赔偿,SLA Credit
Subscription owner transfer,Change Ownership of My Subscription
一元试用订阅支付失败,Fraud related issue
Quota Increase,Compute
充值到账问题,Pay by Invoice
订阅被取消,Fraud related issue
无法在东部创建虚拟机,Other General Questions
充值确认,Pay by Invoice
vm创建问题,Other General questions
东部无法创建虚拟机,Compute
账单咨询,Billing and Payment Issues
quota increase,Public IP
添加订阅,How to add new subscription
虚拟机咨询,Other General Questions
账单咨询,Enterprise billing questions
添加订阅,How to add new subscription
如何申请发票,Fapiao related
线下汇款,Pay by Invoice
重启订阅,Re-Enable a Subscription
账单问题,Enterprise billing questions
收费咨询,Enterprise billing questions
Azure充值问题,Billing and Payment Issues
账单咨询,Enterprise billing questions
Cancel order - multiple order to keep successful one,Invoice PI-Cancel Order
查看账单,Need a Copy of My Bill and Usage
续费问题,Billing and Payment Issues
退款问题,Refund Request
账单详询,Billing and Payment Issues
发票问题,Fapiao related
账单咨询,Billing and Payment Issues
订阅禁用,Other General questions
添加订阅,How to add new subscription
EA门户账单问题,Enterprise portal enquiry
Quota Increase,Public IP
订阅迁移,Change Ownership of My Subscription
无法添加订阅,Issues Signing In or Accessing My Subscriptions
账单详情,Billing and Payment Issues
订阅迁移,Change Ownership of My Subscription
账单咨询,Billing and Payment Issues
账单问题,Billing and Payment Issues
账单咨询,Billing and Payment Issues
Subscription ownership transfer,Switch to Another Offer
余额查询,Enterprise billing questions
订阅问题,How to add new subscription
无法创建虚拟机,Other General questions
如何充值,Billing and Payment Issues
大客户添加订阅,How to add new subscription
无法创建东部虚拟机,Questions or Other service and subscription limit increases
Disable EA Trial Sub,Disable subscription
Quota Increase,Compute
充值问题,Billing and Payment Issues
发票相关,Fapiao related
费用咨询,Other General Questions
系统盘是否要配置成SSD高级磁盘,Azure Offers and Pricing
发票问题,Fapiao related
订阅迁移咨询,Change Ownership of My Subscription
账单咨询,Billing and Payment Issues
查看余额,Billing and Payment Issues
更改支付方式,Billing and Payment Issues
Quota Increase,Compute
指导客户查看账单详情,Enterprise billing questions
无法创建东部VM,Compute
更换支付方式,Invoice PI-Cancel Order
Quota Increase,Compute
充值咨询,Billing and Payment Issues
Azure账单问题,Email Notification
vm权限,Other General questions
添加订阅,How to add new subscription
需要购买证明,Purchase of Proof
账单咨询,Enterprise billing questions
订阅查询,Enterprise billing questions
账单详询,Enterprise billing questions
停订阅,Disable subscription
账单详询,Billing and Payment Issues
订阅迁移,Change Ownership of My Subscription
Quota Increase,Compute
更改发票系统的注册邮箱,Fapiao related
续费问题,Billing and Payment Issues
账单咨询,Enterprise billing questions
计算余额,Other General Questions
发票问题,Fapiao related
Quota Increase,Compute
订阅删除原因查询,Cannot find my subscription
增加cores & cloud service quotas,Compute
1元试用付款失败,Fraud related issue
账单咨询,Email Notification
账单明细,Enterprise billing questions
虚拟机计费问题,Enterprise billing questions
一元试用订阅支付失败,Fraud related issue
价格咨询,Enterprise billing questions
计费问题,Billing and Payment Issues
订阅迁移,Switch to Another Offer
无法在东部创建虚拟机,Other General questions
专线服务计费咨询,Azure Offers and Pricing
Quota Increase,Compute
Transfer Ownership to @cme.gbl account,Change Ownership of My Subscription
Quota increase,Compute
改变后台模式,Other General questions
计费咨询,Enterprise billing questions
账单咨询,Enterprise billing questions
账单咨询,Enterprise billing questions
EA合约咨询,Azure Offers and Pricing
发票问题,Fapiao related
Quota Increase,HDInsight
价格问题,Azure Offers and Pricing
发票相关,Fapiao related
账单咨询,Enterprise billing questions
添加订阅,How to add new subscription
账户咨询,Switch to Another Offer
订阅管理咨询,Other General questions
Quota Increase,Compute
充值咨询,Billing and Payment Issues
Azure余额转移咨询,Monetary Credit
如何申请发票,Fapiao related
Quota Increase,Compute
计费问题,Azure Offers and Pricing
发票问题,Fapiao related
计费咨询,Azure Offers and Pricing
Quota Increase,Compute
Quota Increase,Public IP
付款不成功,Billing and Payment Issues
线下汇款问题,Pay by Invoice
计费问题,Enterprise billing questions
存储计费咨询,Azure Offers and Pricing
支付问题,Billing and Payment Issues
账单查询,Enterprise portal enquiry
Quota Increase,Compute
订阅迁移咨询,Change Ownership of My Subscription
更改支付方式,Invoice PI-Cancel Order
Need more cores for new deployment,Compute
vm资源受限,Other General questions
账单详情,Billing and Payment Issues
quota increase,Compute
增加核数,Compute
云启 & 云伴计划-0427,Monetary Credit
付款进度查询,Pay by Invoice
无法在上海创建虚拟机,Other General questions
计算余额,Other General Questions
EA账号问题,Switch to Another Offer
Reactive Sub,Re-Enable a Subscription
发票问题,Fapiao related
订阅转移,Switch to Another Offer
账单问题咨询,Billing and Payment Issues
账单疑问,Enterprise billing questions
线下汇款,Pay by Invoice
发票丢失,Fapiao related
无法添加新的订阅,How to add new subscription
发票系统账号问题,Fapiao related
账单问题,Billing and Payment Issues
账单查询,Billing and Payment Issues
账单详情,Enterprise billing questions
账单详询,Enterprise billing questions
Quota Increase,Compute
无法添加新的订阅,How to add new subscription
订单取消,Billing and Payment Issues
disable sub,Disable subscription
无法创建虚拟机,Other General questions
电汇咨询,Pay by Invoice
续费指导,Billing and Payment Issues
Quota Increase,Compute
恢复订阅问题,Re-Enable a Subscription
订阅管理咨询,Co-admin related issue
无法创建虚拟机,Compute
付款问题,Billing and Payment Issues
添加订阅问题,How to add new subscription
付款进度查询,Pay by Invoice
Quota Increase,Compute
1元试用,Other questions about billing portal
无法添加新订阅,How to add new subscription
Quota Increase,Compute
Azure账单查询,Enterprise billing questions
订阅迁移问题,Switch to Another Offer
发票问题,Fapiao related
quota increase,Compute
发票相关,Fapiao related
发票问题咨询,Fapiao related
付款进度查询,Pay by Invoice
账单通知邮件问题,Enterprise billing questions
电汇问题,Pay by Invoice
账单查询,Enterprise billing questions
Quota increase,Compute
恢复订阅,Re-Enable a Subscription
无法添加新的订阅,How to add new subscription
quota increase,Compute
Quota Increase,Other General questions
电汇咨询,Pay by Invoice
如何申请发票,Fapiao related
Reactive Sub,Re-Enable a Subscription
虚拟机收费咨询,Azure Offers and Pricing
账单问题,Billing and Payment Issues
无法充值,How to add new subscription
东部无法创建虚拟机,Compute
流量咨询,Enterprise billing questions
Quota Increase,Other General questions
充值续费,Billing and Payment Issues
接入商协议,Purchase of Proof
账单问题,Enterprise billing questions
发票申请问题,Fapiao related
map sub ID,Other General Questions
Azure账单问题,Enterprise billing questions
 Quota Increase,Compute
Quota Increase,Compute
Quota Increase,Compute
reactivate sub,Re-Enable a Subscription
quota increase,Compute
Subscription Owner Transfer to @cme.gbl account,Change Ownership of My Subscription
账单详询,Enterprise billing questions
Quota Increase,Reserved IP
计费咨询,Azure Offers and Pricing
增加核数,Compute
发票申请问题,Fapiao related
申请东部虚拟机权限,Compute
账号迁移,Enterprise portal enquiry
付款问题,Billing and Payment Issues
充值报错,Fraud related issue
东部无法创建虚拟机,Other General questions
账单详询,Billing and Payment Issues
充值问题,Invoice PI-Cancel Order
1元试用支付问题,Fraud related issue
付款咨询,Billing and Payment Issues
充值问题,Billing and Payment Issues
Quota increase,Compute
Disable account,Disable subscription
申请退款,Refund Request
虚拟机价格咨询,Enterprise billing questions
发票问题,Fapiao related
申请东部资源,Compute
Quota Increase,Compute
Azure支付问题,Change Payment Method
订阅的CPU和云服务扩容,Compute
EA订阅问题,Enterprise portal enquiry
Quota increase,Compute
如何添加EA订阅,How to add new subscription
reactive account,Re-Enable a Subscription
添加订阅,How to add new subscription
发票咨询,Fapiao related
账单详询,Billing and Payment Issues
Transfer Ownership,Change Ownership of My Subscription
账单问题,Billing and Payment Issues
Quota increase,Compute
订阅迁移问题,Switch to Another Offer
更改发票系统的邮箱,Fapiao related
计算余额,Other General Questions
Quota Increase,Compute
Azure账单问题,Azure Offers and Pricing
线下汇款咨询,Pay by Invoice
费用查询,Enterprise billing questions
订阅被停,Fraud related issue
reactive sub,Re-Enable a Subscription
一元试用被停,Disable subscription
Quota Increase,Compute
账单咨询,Billing and Payment Issues
无法支付,Fraud related issue
Azure费用咨询,Billing and Payment Issues
Quota Increase,Compute
一元试用付款失败,Fraud related issue
quota increase,Compute
账单详情咨询,Enterprise billing questions
calculate the remaining balance,Other General Questions
Locally Redundant Storage Standard IO - Block Blob,Enterprise billing questions
quota increase,HDInsight
发票咨询,Fapiao related
重新开发票,Fapiao related
余额咨询,Billing and Payment Issues
发票申请,Fapiao related
Quota Increase,Compute
线下付款咨询,Pay by Invoice
1元体验不能订阅,Fraud related issue
一元试用支付失败,Fraud related issue
订阅管理问题,Switch to Another Offer
quota increase,Compute
订阅被禁用,Fraud related issue
发票相关,Fapiao related
CPP用量咨询,Enterprise billing questions
Reactive Sub,Re-Enable a Subscription
订阅迁移问题,Change Ownership of My Subscription
账单问题,Billing and Payment Issues
Azure账单疑问,Enterprise billing questions
订阅删除咨询,Disable subscription
订阅问题,Fraud related issue
Quota Increase,Storage
一元试用订阅被停,Fraud related issue
1元试用账号被停,Fraud related issue
虚拟机计费咨询,Azure Offers and Pricing
更改支付方式,Change Payment Method
Azure价格咨询,Azure Offers and Pricing
Azure付费问题,Billing and Payment Issues
计费咨询,Billing and Payment Issues
充值问题,Billing and Payment Issues
quota increase,Compute
Azure申请退款,Refund Request
订阅被停原因,Re-Enable a Subscription
发票问题,Fapiao related
发票更改咨询,Fapiao related
一元试用支付失败,Fraud related issue
Disable EA Trial Sub,Disable subscription
Transfer Ownership,Change Ownership of My Subscription
存储费用咨询,Azure Offers and Pricing
quota increase,Compute
取消核数限制,Compute
无法添加订阅,How to add new subscription
Azure计费咨询,Billing and Payment Issues
Reactive Sub,Re-Enable a Subscription
Transfer ownership,Change Ownership of My Subscription
赔偿咨询,SLA Credit
Azure账单查询,Enterprise billing questions
希望增加到32核心，以支持客户进行测试,Compute
Azure账单问题,Email Notification
Quota Increase,Compute
扣费咨询,Azure Offers and Pricing
续费问题,Billing and Payment Issues
如何添加新的订阅,How to add new subscription
电汇咨询,Pay by Invoice
计费咨询,Azure Offers and Pricing
Azure商务咨询,Billing and Payment Issues
账单咨询,Billing and Payment Issues
订阅迁移咨询,Enterprise portal enquiry
账单查询,Other questions about billing portal
退款问题,Refund Request
Disable account,Disable subscription
计费咨询,Enterprise billing questions
赔偿问题,SLA Credit
Quota increase,Compute
申请退款,Refund Request
Disable account,Disable subscription
确认付款进度,Billing and Payment Issues
账单咨询,Enterprise billing questions
增加配额,Compute
Cancel Sub,Disable subscription
Quota Increase,VNET
Quota Increase,Compute
账单详情咨询,Billing and Payment Issues
一元订阅取消,Fraud related issue
申请发票,Fapiao related
发票问题,Fapiao related
一元订阅支付了账号里却显示没有支付,Billing and Payment Issues
一元订阅支付了账号里却显示没有支付,Billing and Payment Issues
Quota Increase,Compute
Quato Increase,Compute
Quota increase,Compute
Azure收费问题,Billing and Payment Issues
添加订阅,Cannot find my subscription
账单咨询,Billing and Payment Issues
Quota Increase,Compute
取消订阅,Fraud related issue
更换支付方式,Pay by Invoice
公对公支付问题,Pay by Invoice
订阅管理咨询,How to Add and Manage Admins
一元订阅支付了账号里却显示没有支付,Billing and Payment Issues
增加核数,Compute
Quato Increase,Compute
申请赔偿,SLA Credit
1元试用,Billing and Payment Issues
Reactive Sub,Re-Enable a Subscription
订阅被禁用,Fraud related issue
存储计费咨询,Azure Offers and Pricing
订阅迁移咨询,Other General Questions
quota increase,Compute
账单问题,Billing and Payment Issues
无法支付,Billing and Payment Issues
计算余额,Other General Questions
Transfer Ownership,Change Ownership of My Subscription
激活MSDN订阅Azure问题,Billing and Payment Issues
增加云服务,Cloud Service per subscription
Quota Increase,Compute
支付问题,Billing and Payment Issues
quota increase,Cloud Service per subscription
支付问题,Billing and Payment Issues
Request Increase to 600 Cores,Compute
线下汇款,Pay by Invoice
账单查询,Enterprise billing questions
一元试用付款问题,Billing and Payment Issues
Transfer Ownership,Change Ownership of My Subscription
如何新建虚拟机,Other General questions
增加配额,Compute
充值问题,Pay by Invoice
账单查询,Enterprise billing questions
Quota increase,Compute
账单咨询,Billing and Payment Issues
I wish to deploy A series VMs in EAST Asia region for my subscription ID,Questions or Other service and subscription limit increases
付款问题,Fraud related issue
线下汇款,Pay by Invoice
发票问题,Fapiao related
子账号权限问题,Other General Questions
余额咨询,Monetary Credit
账单咨询,Enterprise billing questions
虚拟机收费咨询,Azure Offers and Pricing
付费问题咨询,Billing and Payment Issues
EA问题咨询,Enterprise billing questions
指导客户进行续费,Billing and Payment Issues
退款咨询,Refund Request
申请发票问题,Fapiao related
账单明细,Billing and Payment Issues
Azure账单咨询,Enterprise billing questions
收费咨询,Billing and Payment Issues
添加订阅问题,How to add new subscription
 Quota Increase,Compute
发票问题咨询,Fapiao related
订阅迁移,Switch to Another Offer
一元试用支付失败,Billing and Payment Issues
发票咨询,Fapiao related
发票咨询,Fapiao related
费用问题,Enterprise billing questions
账单疑问,Billing and Payment Issues
添加订阅问题,How to add new subscription
CDN费用咨询,Billing and Payment Issues
计费问题,Azure Offers and Pricing
退款申请,Refund Request
Quota Increase,Public IP
账号无法登陆,Fail to log in management portal
对公转账咨询,Pay by Invoice
东部无法创建虚拟机,Compute
充值问题,Billing and Payment Issues
订阅被停原因查询,Fraud related issue
quota increase,Storage
付款失败,Fraud related issue
账单详询,Need a Copy of My Bill and Usage
流量查询,Billing and Payment Issues
续费问题,Pay by Invoice
充值问题,Billing and Payment Issues
充值问题,Fraud related issue
关于赠送流量问题,Enterprise billing questions
账单详询,Billing and Payment Issues
Quato Increase,Compute
充值咨询,Billing and Payment Issues
接入商协议,Purchase of Proof
Quota increase,Compute
支付问题,Pay by Invoice
发票相关,Fapiao related
Please reduce core quota for Subscription 8d175809-15ec-48cc-935d-b8c7c71ac1c8,Compute
付款问题,Fraud related issue
付款问题,Pay by Invoice
Quota Increase,Compute
quota increase,Cloud Service per subscription
媒体服务计费问题,Billing and Payment Issues
线下汇款咨询,Pay by Invoice
账单问题,Email Notification
充值咨询,Billing and Payment Issues
续费咨询,Billing and Payment Issues
发票系统注册失败,Fapiao related
合同问题咨询,Purchase of Proof
费用咨询,Billing and Payment Issues
订阅问题,Billing and Payment Issues
账户余额问题,Other General Questions
充值咨询,Billing and Payment Issues
发票系统登录问题,Fapiao related
订阅被停原因咨询,Fraud related issue
Transfer Ownership,Change Ownership of My Subscription
Quota Increase,Compute
续费咨询,Billing and Payment Issues
Azure 充值问题,Billing and Payment Issues
指导添加订阅,How to add new subscription
