fileName,title,description,ms.service,realPath,fileLocation,URL
active-directory-application-objects, Azure Active Directory 应用程序对象和服务主体对象 | Azure, 介绍 Azure Active Directory 中应用程序对象与服务主体对象之间的关系, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-application-objects.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-application-objects.md,https://docs.azure.cn/zh-cn/active-directory-application-objects
active-directory-appmodel-v2-overview, v2.0 终结点概述 | Azure, 使用 Microsoft 帐户和 Azure Active Directory 登录的构建应用简介。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-appmodel-v2-overview.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-appmodel-v2-overview.md,https://docs.azure.cn/zh-cn/active-directory-appmodel-v2-overview
active-directory-authentication-libraries, Azure Active Directory 身份验证库 | Azure, 通过 Azure AD 身份验证库 (ADAL)，客户端应用程序开发人员能够轻松地使用户通过云或本地 Active Directory (AD) 的身份验证，然后获取访问令牌，以进行安全的 API 调用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-authentication-libraries.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-authentication-libraries.md,https://docs.azure.cn/zh-cn/active-directory-authentication-libraries
active-directory-authentication-protocols, Azure Active Directory 身份验证协议 | Azure, 概述 Azure Active Directory (AD) 支持的身份验证协议, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-authentication-protocols.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-authentication-protocols.md,https://docs.azure.cn/zh-cn/active-directory-authentication-protocols
active-directory-authentication-scenarios, Azure AD 的身份验证方案 | Azure, Azure Active Directory (AAD) 的五个最常见身份验证方案概述, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-authentication-scenarios.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-authentication-scenarios.md,https://docs.azure.cn/zh-cn/active-directory-authentication-scenarios
active-directory-branding-guidelines, 适用于应用程序的品牌准则 | Azure, 介绍面向开发人员的 Azure Active Directory 资源的综合性指南, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-branding-guidelines.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-branding-guidelines.md,https://docs.azure.cn/zh-cn/active-directory-branding-guidelines
active-directory-code-samples, Azure Active Directory 代码示例 | Azure, Azure Active Directory 代码示例的索引，按方案组织。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-code-samples.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-code-samples.md,https://docs.azure.cn/zh-cn/active-directory-code-samples
active-directory-dev-glossary, Azure Active Directory 开发人员词汇表 | Azure, 常用的 Azure Active Directory 开发人员概念和功能术语列表。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-dev-glossary.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-dev-glossary.md,https://docs.azure.cn/zh-cn/active-directory-dev-glossary
active-directory-dev-understanding-oauth2-implicit-grant, 了解 Azure Active Directory 中的 OAuth2 隐式授权流 | Azure, 详细了解 Azure Active Directory 的 OAuth2 隐式授权流实现，以及它是否适合你的应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-dev-understanding-oauth2-implicit-grant.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-dev-understanding-oauth2-implicit-grant.md,https://docs.azure.cn/zh-cn/active-directory-dev-understanding-oauth2-implicit-grant
active-directory-developers-guide-index, 针对开发人员的 Azure Active Directory | Microsoft Docs, Azure Active Directory 开发人员指南中的所有指南和参考文章列表。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-developers-guide-index.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-developers-guide-index.md,https://docs.azure.cn/zh-cn/active-directory-developers-guide-index
active-directory-developers-guide, Azure Active Directory 开发人员指南 | Azure, 本文提供面向开发人员的 Azure Active Directory 资源的综合性指南。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-developers-guide.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-developers-guide.md,https://docs.azure.cn/zh-cn/active-directory-developers-guide
active-directory-devhowto-appsource-certified, 如何使 AppSource 通过 Azure Active Directory 的认证 | Azure, 详细说明如何使应用程序 AppSource 通过 Azure Active Directory 的认证。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devhowto-appsource-certified.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devhowto-appsource-certified.md,https://docs.azure.cn/zh-cn/active-directory-devhowto-appsource-certified
active-directory-devhowto-multi-tenant-overview, 如何生成可让任何 Azure AD 用户登录的应用 | Azure, 有关如何构建一个可使用户从任何 Azure Active Directory 租户登录的应用程序（也称为多租户应用程序）的分步说明。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devhowto-multi-tenant-overview.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devhowto-multi-tenant-overview.md,https://docs.azure.cn/zh-cn/active-directory-devhowto-multi-tenant-overview
active-directory-devquickstarts-android, Azure AD Android 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Android 应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-android.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-android.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-android
active-directory-devquickstarts-angular, Azure AD AngularJS 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 AngularJS 单页面应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-angular.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-angular.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-angular
active-directory-devquickstarts-cordova, Azure AD Cordova 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Cordova 应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-cordova.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-cordova.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-cordova
active-directory-devquickstarts-dotnet, Azure AD .NET 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 .NET Windows 桌面应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-dotnet.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-dotnet.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-dotnet
active-directory-devquickstarts-headless-java, Azure AD Java 命令行入门 | Azure, 如何生成使用户登录以访问 API 的 Java 命令行应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-headless-java.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-headless-java.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-headless-java
active-directory-devquickstarts-ios, Azure AD iOS 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 iOS 应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-ios.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-ios.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-ios
active-directory-devquickstarts-openidconnect-nodejs, 开始使用 node.js 进行 Azure AD 登录和注销, 如何生成一个与 Azure AD 集成以方便登录的 node.js Express MVC Web 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-openidconnect-nodejs.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-openidconnect-nodejs.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-openidconnect-nodejs
active-directory-devquickstarts-webapi-dotnet, Azure AD .NET Web API 入门 | Azure, 如何生成一个与 Azure AD 集成以进行身份验证和授权的 .NET MVC Web API。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapi-dotnet.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapi-dotnet.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-webapi-dotnet
active-directory-devquickstarts-webapi-nodejs, Azure AD NodeJS 入门 | Azure, 如何生成一个与 Azure AD 集成以进行身份验证的 Node.js REST Web API。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapi-nodejs.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapi-nodejs.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-webapi-nodejs
active-directory-devquickstarts-webapp-dotnet, Azure AD .NET Web 应用入门 | Azure, 生成一个与 Azure AD 集成以方便登录的 .NET MVC Web 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapp-dotnet.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapp-dotnet.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-webapp-dotnet
active-directory-devquickstarts-webapp-java, Azure AD Java Web 应用入门 | Azure, 生成可让用户使用工作或学校帐户登录的 Java Web 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapp-java.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-webapp-java.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-webapp-java
active-directory-devquickstarts-windowsphone, Azure AD Windows Phone 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Windows Phone 应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-windowsphone.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-windowsphone.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-windowsphone
active-directory-devquickstarts-windowsstore, Azure AD Windows 应用商店入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Windows 应用商店应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-windowsstore.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-windowsstore.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-windowsstore
active-directory-devquickstarts-xamarin, Azure AD Xamarin 入门 | Azure, 如何生成一个与 Azure AD 集成以方便登录，并使用 OAuth 调用 Azure AD 保护 API 的 Xamarin 应用程序。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-xamarin.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-devquickstarts-xamarin.md,https://docs.azure.cn/zh-cn/active-directory-devquickstarts-xamarin
active-directory-federation-metadata, Azure AD 联合元数据 | Azure, 本文介绍 Azure Active Directory 针对接受 Azure Active Directory 令牌的服务发布的联合元数据文档。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-federation-metadata.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-federation-metadata.md,https://docs.azure.cn/zh-cn/active-directory-federation-metadata
active-directory-graph-api-quickstart, Azure AD 图形 API 快速入门 | Azure, Azure Active Directory 图形 API 通过 OData REST API 终结点提供对 Azure AD 的编程访问权限。应用程序可以使用图形 API 对目录数据和对象执行创建、读取、更新和删除 (CRUD) 操作。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-graph-api-quickstart.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-graph-api-quickstart.md,https://docs.azure.cn/zh-cn/active-directory-graph-api-quickstart
active-directory-graph-api, Azure Active Directory 图形 API | Azure, 有关可通过 REST API 终结点提供对 Azure AD 的编程访问权限的图形 API 的概述和快速入门指南。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-graph-api.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-graph-api.md,https://docs.azure.cn/zh-cn/active-directory-graph-api
active-directory-how-applications-are-added, 如何将应用程序添加到 Azure Active Directory。, 本文介绍如何将应用程序添加到 Azure Active Directory 的实例。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-how-applications-are-added.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-how-applications-are-added.md,https://docs.azure.cn/zh-cn/active-directory-how-applications-are-added
active-directory-how-to-integrate, 如何与 Azure Active Directory 集成 | Microsoft Docs, 介绍与 Azure Active Directory 集成的好处与相关资源的指南。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-how-to-integrate.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-how-to-integrate.md,https://docs.azure.cn/zh-cn/active-directory-how-to-integrate
active-directory-howto-tenant, 如何获取 Azure AD 租户 | Azure, 如何获取用于注册和生成应用程序的 Azure Active Directory 租户。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-howto-tenant.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-howto-tenant.md,https://docs.azure.cn/zh-cn/active-directory-howto-tenant
active-directory-integrating-applications, 将应用程序与 Azure Active Directory 集成 | Azure, 有关如何在 Azure Active Directory (Azure AD) 中添加、更新或删除应用程序的详细信息。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-integrating-applications.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-integrating-applications.md,https://docs.azure.cn/zh-cn/active-directory-integrating-applications
active-directory-protocols-oauth-code, 了解 Azure AD 中的 OAuth 2.0 授权代码流 | Azure, 本文介绍如何使用 Azure Active Directory 和 OAuth 2.0，通过 HTTP 消息来授权访问租户中的 Web 应用程序和 Web API。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-protocols-oauth-code.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-protocols-oauth-code.md,https://docs.azure.cn/zh-cn/active-directory-protocols-oauth-code
active-directory-protocols-oauth-service-to-service, 使用 OAuth2.0 进行 Azure AD 服务到服务身份验证 | Azure, 本文介绍如何使用 OAuth2.0 客户端凭据授权流通过 HTTP 消息实现服务到服务身份验证。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-protocols-oauth-service-to-service.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-protocols-oauth-service-to-service.md,https://docs.azure.cn/zh-cn/active-directory-protocols-oauth-service-to-service
active-directory-protocols-openid-connect-code, 了解 Azure AD 中的 OpenID Connect 身份验证代码流 | Azure, 本文介绍如何使用 Azure Active Directory 和 OpenID Connect，通过 HTTP 消息来授权访问租户中的 Web 应用程序和 Web API。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-protocols-openid-connect-code.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-protocols-openid-connect-code.md,https://docs.azure.cn/zh-cn/active-directory-protocols-openid-connect-code
active-directory-saml-claims-customization, 在 Azure Active Directory 中为预先集成的应用自定义 SAML 令牌中颁发的声明 | Azure, 了解如何在 Azure Active Directory 中为预先集成的应用自定义 SAML 令牌中颁发的声明, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-saml-claims-customization.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-saml-claims-customization.md,https://docs.azure.cn/zh-cn/active-directory-saml-claims-customization
active-directory-saml-debugging, 如何在 Azure Active Directory 中调试对应用程序进行的基于 SAML 的单一登录 | Azure, 了解如何在 Azure Active Directory 中调试对应用程序进行基于 SAML 的单一登录, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-saml-debugging.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-saml-debugging.md,https://docs.azure.cn/zh-cn/active-directory-saml-debugging
active-directory-saml-protocol-reference, Azure AD SAML 协议参考 | Azure, 本文概述 Azure Active Directory 中的单一登录和单一注销 SAML 配置文件。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-saml-protocol-reference.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-saml-protocol-reference.md,https://docs.azure.cn/zh-cn/active-directory-saml-protocol-reference
active-directory-signing-key-rollover, Azure AD 中的签名密钥滚动更新 | Azure, 本文介绍 Azure Active Directory 的签名密钥滚动更新最佳实践, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-signing-key-rollover.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-signing-key-rollover.md,https://docs.azure.cn/zh-cn/active-directory-signing-key-rollover
active-directory-single-sign-on-protocol-reference, Azure 单一登录 SAML 协议 | Azure, 本文介绍 Azure Active Directory 中的单一登录 SAML 协议, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-single-sign-on-protocol-reference.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-single-sign-on-protocol-reference.md,https://docs.azure.cn/zh-cn/active-directory-single-sign-on-protocol-reference
active-directory-single-sign-out-protocol-reference, Azure 单一注销 SAML 协议 | Azure, 本文介绍 Azure Active Directory 中的单一注销 SAML 协议, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-single-sign-out-protocol-reference.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-single-sign-out-protocol-reference.md,https://docs.azure.cn/zh-cn/active-directory-single-sign-out-protocol-reference
active-directory-sso-android, 如何使用 ADAL 在 Android 上启用跨应用 SSO | Azure, 如何使用 ADAL SDK 的功能跨应用程序启用单一登录。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-sso-android.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-sso-android.md,https://docs.azure.cn/zh-cn/active-directory-sso-android
active-directory-sso-ios, 如何使用 ADAL 在 iOS 上启用跨应用 SSO | Azure, 如何使用 ADAL SDK 的功能跨应用程序启用单一登录。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-sso-ios.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-sso-ios.md,https://docs.azure.cn/zh-cn/active-directory-sso-ios
active-directory-token-and-claims, 了解 Azure AD 所支持的不同令牌和声明类型 | Azure, 本指南帮助你了解和评估 Azure Active Directory (AAD) 颁发的 SAML 2.0 令牌和 JSON Web 令牌 (JWT) 令牌中的声明。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-token-and-claims.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-token-and-claims.md,https://docs.azure.cn/zh-cn/active-directory-token-and-claims
active-directory-v2-app-registration, v2.0 应用注册 | Azure, 如何使用 v2.0 终结点向 Microsoft 注册应用以启用登录和访问 Microsoft 服务, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-app-registration.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-app-registration.md,https://docs.azure.cn/zh-cn/active-directory-v2-app-registration
active-directory-v2-compare, Azure AD v2.0 终结点 | Azure, 原始 Azure AD 终结点与 v2.0 终结点之间的比较。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-compare.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-compare.md,https://docs.azure.cn/zh-cn/active-directory-v2-compare
active-directory-v2-devquickstarts-android, Azure Active Directory v2.0 Android 应用 | Azure, 如何生成一个使用 Microsoft 个人帐户和工作或学校帐户让用户登录并通过第三方库调用图形 API 的 Android 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-android.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-android.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-android
active-directory-v2-devquickstarts-angular-dotnet, Azure AD v2.0 .NET AngularJS 单页应用入门 | Azure, 如何构建一个使用个人 Microsoft 帐户和工作/学校帐户登录用户的 Angular JS 单页应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-angular-dotnet.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-angular-dotnet.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-angular-dotnet
active-directory-v2-devquickstarts-angular-node, Azure AD v2.0 NodeJS AngularJS 单页应用入门 | Azure, 如何构建一个使用个人 Microsoft 帐户和工作/学校帐户登录用户的 Angular JS 单页应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-angular-node.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-angular-node.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-angular-node
active-directory-v2-devquickstarts-dotnet-api, Azure AD v2.0 .NET Web API| Azure, 如何构建一个可从个人 Microsoft 帐户及公司或学校帐户接受令牌的 .NET MVC Web API。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-dotnet-api.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-dotnet-api.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-dotnet-api
active-directory-v2-devquickstarts-dotnet-web, Azure AD v2.0 .NET Web 应用登录入门 | Azure, 如何构建一个使用个人 Microsoft 帐户和工作或学校帐户来登录用户的 .NET MVC Web 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-dotnet-web.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-dotnet-web.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-dotnet-web
active-directory-v2-devquickstarts-ios, Azure AD v2.0 iOS 应用 | Azure, 如何通过第三方库生成一个使用个人 Microsoft 帐户和工作或学校帐户来登录用户的 iOS 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-ios.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-ios.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-ios
active-directory-v2-devquickstarts-node-api, Azure AD v2.0 NodeJS Web API | Azure, 如何构建一个可从个人 Microsoft 帐户和工作或学校帐户接受令牌的 NodeJS Web API。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-node-api.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-node-api.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-node-api
active-directory-v2-devquickstarts-node-web, Azure AD v2.0 NodeJS Web 应用 | Azure, 如何构建一个使用个人 Microsoft 帐户和工作或学校帐户来登录用户的 Node JS Web 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-node-web.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-node-web.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-node-web
active-directory-v2-devquickstarts-univ, Azure AD v2.0 Windows 通用应用 | Azure, 如何构建一个使用个人 Microsoft 帐户和工作或学校帐户来登录用户的 Windows Universal 应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-univ.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-univ.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-univ
active-directory-v2-devquickstarts-webapp-webapi-dotnet, Azure AD v2.0 .NET Web 应用调用 API 入门 | Azure, 如何构建一个 .NET MVC Web 应用，以通过用于登录的 Microsoft 个人帐户和工作或学校帐户调用 Web 服务。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-webapp-webapi-dotnet.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-webapp-webapi-dotnet.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-webapp-webapi-dotnet
active-directory-v2-devquickstarts-wpf, Azure Active Directory v2.0 .NET 本机应用 | Azure, 如何构建一个使用个人 Microsoft 帐户和工作或学校帐户来登录用户的 .NET 本机应用。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-wpf.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-devquickstarts-wpf.md,https://docs.azure.cn/zh-cn/active-directory-v2-devquickstarts-wpf
active-directory-v2-flows, Azure Active Directory v2.0 终结点的应用类型 | Azure, Azure Active Directory v2.0 终结点支持的应用类型和方案。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-flows.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-flows.md,https://docs.azure.cn/zh-cn/active-directory-v2-flows
active-directory-v2-libraries, Azure Active Directory v2.0 身份验证库 | Azure, Azure Active Directory v2.0 终结点的兼容客户端库和服务器中间件库，以及相关的库、源代码和示例链接。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-libraries.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-libraries.md,https://docs.azure.cn/zh-cn/active-directory-v2-libraries
active-directory-v2-limitations, Azure Active Directory v2.0 终结点的限制和局限性 | Azure, Azure AD v2.0 终结点的限制和局限性列表。, active-directory,mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-limitations.md,D:\GitHub\acnContent\mc-docs-pr.zh-cn\articles\active-directory\develop\active-directory-v2-limitations.md,https://docs.azure.cn/zh-cn/active-directory-v2-limitations
